Geneid	SRR9126859	SRR9126934	SRR9127010	SRR9127157	SRR9127293	SRR9127296	SRR9127369	SRR9127396
ENSMUSG00000129094.1	13	16	7	7	12	0	19	13
ENSMUSG00000005774.13	91	202	162	137	318	36	126	131
ENSMUSG00000087660.3	12	39	27	24	29	4	20	30
ENSMUSG00000038861.15	84	314	205	155	344	53	142	240
ENSMUSG00000084846.2	36	56	68	27	53	2	29	97
ENSMUSG00000086288.2	0	5	3	3	20	0	5	12
ENSMUSG00000099033.3	1	0	0	0	0	0	0	0
ENSMUSG00000019338.14	416	918	484	542	1453	115	547	758
ENSMUSG00000085956.4	18	22	25	15	35	2	8	47
ENSMUSG00000136945.1	6	6	4	7	1	1	0	4
ENSMUSG00000136877.1	2	0	7	0	5	0	6	5
ENSMUSG00000005625.16	361	1345	472	656	2189	166	621	862
ENSMUSG00000136983.1	0	0	0	0	0	0	0	0
ENSMUSG00000136913.1	10	16	13	11	15	1	2	9
ENSMUSG00000028126.17	158	457	326	292	736	92	251	440
ENSMUSG00000064952.3	1	0	0	5	3	0	3	1
ENSMUSG00000064590.3	3	0	4	0	3	0	0	8
ENSMUSG00000136801.1	4	0	10	1	2	0	2	7
ENSMUSG00000008958.15	274	614	289	365	978	104	344	537
ENSMUSG00000005628.13	240	1114	72	76	558	3	440	1003
ENSMUSG00000092607.10	92	204	84	118	286	23	119	189
ENSMUSG00000053769.6	34	63	12	50	103	19	55	51
ENSMUSG00000098498.3	0	0	0	0	0	0	0	0
ENSMUSG00000013707.4	166	462	91	197	1025	67	207	291
ENSMUSG00000141331.1	3	0	0	0	0	0	0	0
ENSMUSG00000098198.2	0	0	0	0	0	0	0	0
ENSMUSG00000038777.20	84	356	59	90	162	12	234	309
ENSMUSG00000038766.17	650	1020	791	740	1991	197	798	1101
ENSMUSG00000097167.4	23	40	28	35	44	9	28	22
ENSMUSG00000053192.10	51	337	46	80	215	31	109	258
ENSMUSG00000046722.15	834	1844	900	1066	4506	353	1179	1456
ENSMUSG00000068860.6	11	11	15	14	16	21	10	10
ENSMUSG00000028115.17	33	12	14	20	3	3	1	17
ENSMUSG00000128618.1	5	1	12	3	10	0	2	6
ENSMUSG00000015711.9	214	719	257	203	1051	61	341	575
ENSMUSG00000038712.17	507	1027	436	544	2137	175	477	748
ENSMUSG00000120920.1	15	36	15	10	51	3	10	9
ENSMUSG00000015702.15	43	117	71	57	255	12	52	51
ENSMUSG00000093424.6	13	25	46	23	23	13	16	30
ENSMUSG00000015714.12	1009	2578	1564	1352	5669	522	1598	2060
ENSMUSG00000015697.15	345	746	433	370	1231	160	508	592
ENSMUSG00000105860.2	0	2	0	4	2	0	0	5
ENSMUSG00000103900.2	3	7	3	10	3	0	2	12
ENSMUSG00000105734.2	8	18	7	2	9	3	5	20
ENSMUSG00000096177.3	8	25	6	4	2	0	2	26
ENSMUSG00000104646.2	6	0	0	1	1	0	3	8
ENSMUSG00000128258.1	8	0	14	1	0	3	1	2
ENSMUSG00000121472.2	17	22	42	6	12	3	5	30
ENSMUSG00000097532.5	0	0	0	0	0	0	0	0
ENSMUSG00000015522.20	503	1277	747	667	2137	257	807	1124
ENSMUSG00000105395.2	10	17	14	8	15	4	14	22
ENSMUSG00000028111.5	4336	17769	6265	10439	13173	3058	7327	5975
ENSMUSG00000120941.2	0	0	0	0	4	0	2	6
ENSMUSG00000038642.11	1295	1825	848	707	5421	240	749	1325
ENSMUSG00000083822.2	5	5	7	3	11	2	2	26
ENSMUSG00000028109.15	27	35	24	13	21	1	12	31
ENSMUSG00000126336.1	13	8	8	0	5	1	7	21
ENSMUSG00000046519.17	277	712	324	335	1532	121	352	527
ENSMUSG00000105460.2	33	31	40	10	60	3	23	94
ENSMUSG00000060438.6	6	10	6	8	10	1	3	6
ENSMUSG00000124177.1	1	0	3	0	3	0	0	2
ENSMUSG00000038619.13	579	1842	557	741	2428	325	990	1564
ENSMUSG00000106383.2	28	33	24	23	44	7	24	39
ENSMUSG00000122819.1	0	0	6	0	0	0	0	4
ENSMUSG00000125810.1	1	4	0	5	13	0	7	3
ENSMUSG00000129014.1	4	2	0	9	22	0	4	1
ENSMUSG00000038612.17	1937	4410	2165	1966	7198	754	2380	2875
ENSMUSG00000120405.2	32	25	32	17	24	0	17	12
ENSMUSG00000141229.1	14	16	15	39	11	0	7	21
ENSMUSG00000015850.12	123	460	159	133	340	44	185	234
ENSMUSG00000137682.1	4	15	0	7	1	2	6	2
ENSMUSG00000126051.1	1	5	2	1	0	0	2	6
ENSMUSG00000028108.17	508	1666	518	734	1880	175	600	671
ENSMUSG00000098737.3	0	0	0	0	0	0	0	0
ENSMUSG00000131388.1	1	3	9	0	1	0	4	2
ENSMUSG00000028107.15	223	488	270	284	1011	111	314	384
ENSMUSG00000028106.14	361	873	490	365	1086	125	344	676
ENSMUSG00000104967.2	0	2	1	2	4	0	6	4
ENSMUSG00000134942.1	30	40	65	40	44	13	19	94
ENSMUSG00000089493.4	1	6	5	0	5	0	0	4
ENSMUSG00000105093.2	5	12	17	10	21	1	9	26
ENSMUSG00000015748.14	189	366	335	225	943	99	222	495
ENSMUSG00000097189.3	7	9	26	8	8	3	6	27
ENSMUSG00000054312.7	48	59	13	67	81	6	51	88
ENSMUSG00000080727.5	61	78	117	53	103	15	52	161
ENSMUSG00000135353.1	0	0	0	0	0	0	0	0
ENSMUSG00000038550.11	44	114	24	6	88	0	19	78
ENSMUSG00000038543.14	53	90	59	37	126	15	87	65
ENSMUSG00000015750.16	92	272	200	209	473	33	189	126
ENSMUSG00000038526.15	30	105	21	11	73	2	56	83
ENSMUSG00000120720.2	4	1	9	0	6	0	2	9
ENSMUSG00000015749.13	810	2212	939	1241	4234	314	1343	1809
ENSMUSG00000106262.2	5	6	8	4	4	0	2	6
ENSMUSG00000121104.2	2	4	0	2	0	0	2	0
ENSMUSG00000135563.1	0	1	1	2	4	0	3	0
ENSMUSG00000106640.2	3	0	7	1	0	0	0	4
ENSMUSG00000119955.2	25	17	38	12	18	2	8	21
ENSMUSG00000015745.10	146	420	224	287	524	56	235	196
ENSMUSG00000135519.1	3	3	2	4	4	0	3	2
ENSMUSG00000135597.1	1	3	2	5	4	6	11	2
ENSMUSG00000015747.6	81	207	172	130	379	36	206	180
ENSMUSG00000135184.1	4	6	4	11	1	0	3	6
ENSMUSG00000105995.2	3	0	6	1	1	0	0	5
ENSMUSG00000135270.1	7	14	15	11	4	2	1	10
ENSMUSG00000038495.15	408	688	342	376	961	125	440	506
ENSMUSG00000097204.5	23	20	46	10	35	3	8	38
ENSMUSG00000045934.16	37	85	41	85	74	27	74	81
ENSMUSG00000068856.4	343	712	485	447	1569	164	452	505
ENSMUSG00000084686.3	4	4	10	4	11	2	4	8
ENSMUSG00000038486.10	38	55	29	31	59	8	11	21
ENSMUSG00000015943.12	89	175	110	72	226	22	107	87
ENSMUSG00000086556.4	3	6	11	2	0	0	3	0
ENSMUSG00000063689.5	0	0	0	0	0	0	0	0
ENSMUSG00000068855.4	39	40	19	40	207	9	42	93
ENSMUSG00002075180.1	0	0	0	0	0	0	0	0
ENSMUSG00000068854.8	66	86	58	72	273	30	92	112
ENSMUSG00000081058.6	5	24	27	37	2	2	16	8
ENSMUSG00000093577.3	14	51	29	27	55	7	5	31
ENSMUSG00000063954.8	0	0	0	0	0	0	0	0
ENSMUSG00002076697.1	0	0	0	0	0	0	0	0
ENSMUSG00000093553.3	30	76	33	41	82	5	10	33
ENSMUSG00000064220.7	0	0	0	0	0	0	0	0
ENSMUSG00000070392.6	0	0	9	0	1	0	1	1
ENSMUSG00002076967.1	0	0	0	0	0	0	0	0
ENSMUSG00000093769.5	0	0	0	0	0	0	0	0
ENSMUSG00000093507.3	6	0	4	8	1	0	4	9
ENSMUSG00000091405.3	46	32	44	64	115	4	120	48
ENSMUSG00000050936.7	13	0	18	6	3	5	2	18
ENSMUSG00000103940.2	22	24	24	42	91	3	26	53
ENSMUSG00000093656.2	17	23	28	17	35	0	34	34
ENSMUSG00000074403.3	0	0	0	0	0	0	0	0
ENSMUSG00000105827.2	0	0	0	0	0	0	0	0
ENSMUSG00000015947.11	90	156	96	35	621	24	84	34
ENSMUSG00000119427.1	2	0	2	0	0	0	2	0
ENSMUSG00000097807.3	5	1	3	2	1	2	0	6
ENSMUSG00000097851.6	0	0	0	0	0	0	0	0
ENSMUSG00000118876.1	0	0	0	0	0	0	0	0
ENSMUSG00000119030.1	0	0	0	0	0	0	0	0
ENSMUSG00000139354.1	0	0	0	0	0	0	0	0
ENSMUSG00000097539.3	14	1	0	0	3	4	0	14
ENSMUSG00000097299.3	1	0	0	2	0	0	0	1
ENSMUSG00000097041.2	15	14	4	8	6	2	1	16
ENSMUSG00000095836.4	3	5	15	0	10	0	1	2
ENSMUSG00000118406.2	0	0	0	0	0	0	0	0
ENSMUSG00002075569.1	1	0	0	0	0	0	0	0
ENSMUSG00000119563.1	1	0	1	0	5	1	3	2
ENSMUSG00000046317.16	7	0	10	5	6	2	0	17
ENSMUSG00000135785.1	0	0	0	0	0	0	0	0
ENSMUSG00000119774.1	2	0	0	0	0	0	0	0
ENSMUSG00000104642.2	0	0	4	0	2	0	2	9
ENSMUSG00000106429.3	2	1	1	0	0	2	0	2
ENSMUSG00000118677.1	0	0	0	0	0	0	0	0
ENSMUSG00000106641.2	24	23	5	4	0	1	12	16
ENSMUSG00000126310.1	9	0	0	11	0	0	2	1
ENSMUSG00002074915.1	1	1	4	0	0	0	0	1
ENSMUSG00000118698.1	0	0	0	0	0	0	0	0
ENSMUSG00000118936.1	0	0	0	0	0	0	0	0
ENSMUSG00000141484.1	0	0	7	6	0	0	0	4
ENSMUSG00000038403.11	237	1446	101	108	654	4	532	1144
ENSMUSG00000074398.8	12	6	24	8	13	2	17	26
ENSMUSG00000038393.15	2117	6497	1773	2162	6688	727	1851	3779
ENSMUSG00000087610.2	4	5	8	4	10	0	7	6
ENSMUSG00000028104.15	129	332	147	216	440	58	188	318
ENSMUSG00000049097.10	8	7	9	14	8	8	10	10
ENSMUSG00000144138.1	7	0	0	0	2	2	8	0
ENSMUSG00000049288.5	49	28	77	68	37	10	55	80
ENSMUSG00000121819.2	22	14	24	20	20	8	29	21
ENSMUSG00000045327.9	0	0	0	0	0	0	0	0
ENSMUSG00000038374.11	273	642	308	468	1054	99	481	492
ENSMUSG00000028102.16	90	200	90	119	298	31	153	132
ENSMUSG00000106447.2	20	4	20	10	0	3	7	9
ENSMUSG00000090210.8	78	146	208	262	74	60	228	106
ENSMUSG00000129463.1	2	4	9	2	0	0	0	0
ENSMUSG00000105144.2	2	10	7	0	5	3	3	2
ENSMUSG00000038354.14	105	181	88	75	373	24	108	78
ENSMUSG00000028101.19	340	747	539	514	1219	146	465	643
ENSMUSG00000028100.12	30	46	20	30	25	10	35	36
ENSMUSG00000028099.9	320	547	302	381	1185	118	253	531
ENSMUSG00000065669.3	0	0	4	6	4	0	0	0
ENSMUSG00000104795.2	7	19	8	15	31	7	22	31
ENSMUSG00000028098.14	533	1187	652	644	2357	203	688	1136
ENSMUSG00000105976.2	15	13	12	2	8	0	4	31
ENSMUSG00000038304.15	49	27	61	14	103	0	8	45
ENSMUSG00000143119.1	2	2	4	0	2	0	0	3
ENSMUSG00000038298.15	8	9	31	10	50	10	30	38
ENSMUSG00000087223.4	17	2	14	6	0	0	0	6
ENSMUSG00000028096.14	99	287	204	199	386	36	154	181
ENSMUSG00000057123.15	70	158	80	116	110	18	121	168
ENSMUSG00000049908.7	22	16	23	12	12	2	8	30
ENSMUSG00000140780.1	2	3	3	1	3	0	3	1
ENSMUSG00000105385.2	3	0	0	0	1	0	0	2
ENSMUSG00000125091.1	6	3	2	1	4	0	0	2
ENSMUSG00000104766.3	2	6	6	5	6	0	3	0
ENSMUSG00000133169.1	10	1	16	2	7	0	2	15
ENSMUSG00000106324.2	0	0	2	2	0	0	0	0
ENSMUSG00000088511.4	3	0	2	0	0	0	0	2
ENSMUSG00000128319.1	0	3	15	3	2	0	1	24
ENSMUSG00000028093.16	173	302	297	233	465	78	252	314
ENSMUSG00000038256.16	126	217	277	207	307	50	149	148
ENSMUSG00000106536.2	47	45	25	6	10	5	15	99
ENSMUSG00000128035.1	11	1	13	2	3	1	0	21
ENSMUSG00000104745.2	0	3	10	0	9	0	5	14
ENSMUSG00000051392.6	21	5	14	4	4	5	10	18
ENSMUSG00000123950.1	5	10	14	3	1	0	3	10
ENSMUSG00000137385.1	10	8	9	2	7	2	0	19
ENSMUSG00000132489.1	6	3	2	0	9	1	0	6
ENSMUSG00000132253.1	6	5	7	3	6	1	4	6
ENSMUSG00000028089.6	162	426	213	245	889	76	211	345
ENSMUSG00000132291.1	8	5	2	0	6	0	0	4
ENSMUSG00000105004.2	10	24	14	16	19	0	9	41
ENSMUSG00000028088.15	182	527	280	262	1058	95	304	437
ENSMUSG00000123316.1	0	0	1	4	1	0	2	10
ENSMUSG00000038205.13	406	1219	287	258	1547	44	478	1400
ENSMUSG00000038170.16	1266	4570	833	734	2652	241	2226	4149
ENSMUSG00000098381.3	0	0	0	0	0	0	0	0
ENSMUSG00000143232.1	2	7	1	0	3	0	1	2
ENSMUSG00000143191.1	5	2	2	0	0	0	5	17
ENSMUSG00000105245.2	9	53	16	12	32	2	14	50
ENSMUSG00000130125.1	21	18	36	2	10	0	12	20
ENSMUSG00000130084.1	6	13	4	1	9	0	14	17
ENSMUSG00000130170.1	2	0	10	0	4	0	6	4
ENSMUSG00000086557.2	8	6	0	2	0	0	6	10
ENSMUSG00000027879.10	484	1449	1233	1533	2599	435	1314	1253
ENSMUSG00000123739.1	5	1	4	2	3	1	13	9
ENSMUSG00000120205.2	8	12	5	3	6	2	2	26
ENSMUSG00000074388.6	15	24	33	10	14	2	0	44
ENSMUSG00000123664.1	5	2	2	5	0	1	2	5
ENSMUSG00000128890.1	3	7	11	0	8	1	1	16
ENSMUSG00000128936.1	1	2	4	4	1	0	0	3
ENSMUSG00000027878.12	654	1500	897	801	1839	258	878	1005
ENSMUSG00000134113.1	6	9	31	16	26	3	3	25
ENSMUSG00000105728.2	59	82	53	23	15	10	24	72
ENSMUSG00000106427.2	29	40	35	20	38	14	13	58
ENSMUSG00000043468.5	10	3	37	10	4	2	10	59
ENSMUSG00000106486.2	7	2	27	10	4	3	2	12
ENSMUSG00000027876.5	6	1	7	11	4	1	1	11
ENSMUSG00000104842.2	4	0	0	0	1	0	0	3
ENSMUSG00000027875.13	83	229	60	63	193	32	32	163
ENSMUSG00000105909.2	18	16	88	8	14	4	8	36
ENSMUSG00000053398.12	343	636	564	543	2120	156	522	570
ENSMUSG00000142890.1	14	3	12	8	5	0	4	11
ENSMUSG00000120153.2	6	20	12	3	12	5	17	5
ENSMUSG00000138964.1	0	0	0	0	0	0	0	0
ENSMUSG00000050064.16	29	45	109	59	82	7	27	79
ENSMUSG00000090817.8	13	8	11	13	4	0	4	13
ENSMUSG00000106107.2	6	19	11	0	18	0	0	6
ENSMUSG00000106129.2	0	0	0	0	2	0	0	2
ENSMUSG00000095143.6	0	0	0	0	0	0	0	0
ENSMUSG00000105696.2	1	0	0	0	0	0	0	0
ENSMUSG00000095388.9	0	0	0	0	0	0	0	0
ENSMUSG00000105641.2	5	3	7	14	5	0	6	36
ENSMUSG00000106456.2	22	21	43	21	6	0	7	38
ENSMUSG00000038092.7	23	10	13	21	15	5	1	35
ENSMUSG00000081919.3	4	10	11	7	4	0	0	18
ENSMUSG00000083331.2	11	12	30	8	4	1	2	28
ENSMUSG00000063730.14	10	21	29	8	32	17	1	92
ENSMUSG00000062410.15	39	42	98	24	30	19	18	131
ENSMUSG00000027869.15	15	15	21	6	10	4	5	33
ENSMUSG00000083222.2	3	10	1	3	3	0	1	11
ENSMUSG00000082185.2	1	4	11	3	6	0	4	16
ENSMUSG00000082089.2	1	0	1	0	0	0	1	0
ENSMUSG00000137364.1	22	16	47	12	6	5	17	37
ENSMUSG00000083577.2	0	0	4	0	3	0	0	5
ENSMUSG00000082589.2	0	0	0	0	0	0	0	0
ENSMUSG00000027871.17	17	7	45	2	6	0	23	21
ENSMUSG00000027870.9	10	2	22	3	4	1	0	26
ENSMUSG00000085121.4	15	9	6	0	2	0	12	12
ENSMUSG00000086833.4	14	10	34	15	4	1	15	21
ENSMUSG00000083888.2	17	0	4	0	7	2	9	9
ENSMUSG00000140002.1	10	10	9	5	0	0	0	9
ENSMUSG00000065709.3	0	0	0	0	0	0	0	0
ENSMUSG00000088884.3	0	0	0	0	0	0	0	6
ENSMUSG00000004233.15	83	97	121	77	192	12	101	224
ENSMUSG00000105472.2	43	47	76	17	20	16	28	103
ENSMUSG00000139500.1	6	2	17	9	7	3	5	10
ENSMUSG00000105798.2	7	11	4	7	2	0	6	13
ENSMUSG00000098918.3	3	0	0	0	1	1	6	0
ENSMUSG00000106197.2	16	46	28	28	9	2	24	55
ENSMUSG00000027868.12	175	873	306	204	647	83	481	805
ENSMUSG00000105689.2	5	24	13	18	2	0	6	16
ENSMUSG00000131335.1	0	0	0	0	0	0	0	2
ENSMUSG00000123512.1	1	1	5	2	1	0	0	17
ENSMUSG00000081183.2	4	0	0	3	0	0	0	16
ENSMUSG00000080832.5	3	5	3	0	17	1	2	10
ENSMUSG00000083938.3	7	11	24	0	12	4	3	29
ENSMUSG00000127307.1	11	28	22	6	8	3	6	38
ENSMUSG00000127339.1	4	18	12	2	7	0	0	13
ENSMUSG00000064890.3	9	4	8	0	2	0	0	4
ENSMUSG00000136419.1	1	0	4	0	0	0	0	2
ENSMUSG00000136381.1	9	27	9	4	8	1	4	12
ENSMUSG00000141697.1	2	6	1	4	4	1	0	5
ENSMUSG00000027867.11	73	51	140	38	64	24	44	149
ENSMUSG00000080754.2	8	3	1	0	2	0	2	6
ENSMUSG00000082763.2	1	0	2	0	0	0	1	1
ENSMUSG00000085244.9	25	16	24	15	8	0	5	58
ENSMUSG00000033285.16	245	531	253	179	1290	115	344	481
ENSMUSG00000027865.11	227	517	360	302	846	130	379	539
ENSMUSG00000064573.3	0	0	0	0	3	0	0	2
ENSMUSG00000081440.3	1	3	11	4	2	0	6	7
ENSMUSG00000124579.1	21	2	4	3	2	0	0	14
ENSMUSG00000086923.3	11	11	7	2	6	0	7	35
ENSMUSG00000124516.1	4	0	0	4	0	0	0	7
ENSMUSG00000044468.15	2410	7470	2371	2003	18021	1130	4013	6929
ENSMUSG00000124619.1	5	11	8	6	5	0	3	4
ENSMUSG00000053957.8	39	19	64	22	29	0	20	47
ENSMUSG00000124660.1	0	8	0	0	3	0	12	10
ENSMUSG00000008763.17	370	1094	776	784	1329	216	737	702
ENSMUSG00000105824.2	72	67	126	32	64	16	45	153
ENSMUSG00000105137.2	32	30	53	10	35	6	9	49
ENSMUSG00000105561.2	65	103	94	76	90	22	78	122
ENSMUSG00000106184.2	13	6	14	9	0	0	4	14
ENSMUSG00000083842.2	5	1	0	0	0	0	0	1
ENSMUSG00000106227.3	4	4	24	27	21	1	0	18
ENSMUSG00000139396.1	2	0	0	0	0	0	0	3
ENSMUSG00002076204.1	1	0	6	0	2	0	0	13
ENSMUSG00000120363.2	1	10	4	1	0	0	1	6
ENSMUSG00000130291.1	7	0	18	10	0	1	3	5
ENSMUSG00000131859.1	0	2	5	2	1	2	0	6
ENSMUSG00000051076.9	4	6	19	2	1	0	10	34
ENSMUSG00000132144.1	8	18	13	4	1	2	1	16
ENSMUSG00000033233.18	34	96	108	50	137	22	32	114
ENSMUSG00000033222.17	219	442	341	271	689	75	247	422
ENSMUSG00000082000.2	5	5	15	5	7	0	0	11
ENSMUSG00000143149.1	3	0	8	5	1	0	13	9
ENSMUSG00000086564.10	135	282	112	88	598	48	144	295
ENSMUSG00000140764.1	6	6	3	6	9	0	1	7
ENSMUSG00000027864.10	48	122	197	189	71	48	142	159
ENSMUSG00000105717.2	10	0	12	2	2	0	4	36
ENSMUSG00000138762.1	0	0	0	0	0	0	0	1
ENSMUSG00000082415.2	0	0	0	0	0	0	0	0
ENSMUSG00000135949.1	2	0	1	5	5	1	0	1
ENSMUSG00000083546.2	10	15	7	3	1	1	0	1
ENSMUSG00000081569.2	0	0	6	0	0	1	0	12
ENSMUSG00000027863.9	114	87	93	57	281	15	52	86
ENSMUSG00000120088.2	6	0	9	0	2	0	2	4
ENSMUSG00000134085.1	1	3	3	0	6	0	0	6
ENSMUSG00000072381.4	4	4	4	0	0	0	1	8
ENSMUSG00000106316.2	2	0	0	0	3	0	4	0
ENSMUSG00000123484.1	7	0	6	0	0	0	1	0
ENSMUSG00000123441.1	24	25	30	19	66	6	14	39
ENSMUSG00000042035.12	331	1372	714	834	1120	226	754	738
ENSMUSG00000104639.2	12	58	58	48	10	5	20	28
ENSMUSG00000105611.2	6	0	4	5	9	0	4	2
ENSMUSG00000106137.3	12	11	2	21	8	3	5	30
ENSMUSG00000135455.1	18	11	34	19	19	0	2	34
ENSMUSG00000135497.1	7	0	6	4	4	2	0	2
ENSMUSG00000135581.1	0	3	7	2	0	1	0	1
ENSMUSG00000135541.1	0	0	0	0	0	0	0	0
ENSMUSG00000143096.1	6	0	21	2	9	0	0	11
ENSMUSG00000033161.11	659	2234	2817	2274	3974	669	1805	1625
ENSMUSG00000104737.2	5	0	9	0	2	0	1	0
ENSMUSG00000104693.2	11	13	29	6	3	0	10	7
ENSMUSG00000142432.1	0	0	5	4	1	1	0	3
ENSMUSG00000139288.1	1	4	9	3	11	1	8	14
ENSMUSG00000106070.2	7	14	15	2	6	2	2	51
ENSMUSG00000133495.1	7	0	5	4	0	0	0	7
ENSMUSG00000133526.1	5	4	6	2	2	0	8	5
ENSMUSG00000105642.3	8	12	11	2	14	2	8	23
ENSMUSG00000129552.1	3	0	0	3	1	0	3	4
ENSMUSG00000134892.1	3	0	1	0	0	0	0	1
ENSMUSG00000044313.14	28	17	6	26	11	0	6	30
ENSMUSG00000033147.17	192	271	203	196	458	48	168	309
ENSMUSG00000140909.1	0	0	25	6	5	1	6	29
ENSMUSG00000048540.9	14	4	59	0	13	0	2	7
ENSMUSG00000104930.2	0	5	0	0	0	0	0	3
ENSMUSG00000105346.2	9	8	3	3	0	0	4	7
ENSMUSG00000027861.14	59	116	30	79	30	27	81	96
ENSMUSG00000105342.2	15	0	16	0	15	2	4	13
ENSMUSG00000106296.2	21	28	28	8	2	0	18	25
ENSMUSG00000137022.1	2	0	0	1	1	0	4	6
ENSMUSG00000027860.17	199	423	213	352	687	89	392	443
ENSMUSG00000089916.3	16	8	2	8	3	0	0	11
ENSMUSG00000134269.1	1	0	6	1	0	0	0	5
ENSMUSG00000105151.3	2	1	2	4	0	0	2	9
ENSMUSG00000105891.7	31	25	66	12	10	2	19	71
ENSMUSG00000105966.3	42	21	24	0	9	1	13	33
ENSMUSG00000130203.1	49	39	67	9	27	2	8	78
ENSMUSG00000106459.2	8	16	16	0	6	0	1	11
ENSMUSG00000027859.11	2	8	15	19	23	3	17	19
ENSMUSG00000106121.2	4	16	34	3	7	0	18	37
ENSMUSG00000130325.1	1	2	5	12	0	0	6	17
ENSMUSG00000104619.2	12	0	28	0	20	0	4	30
ENSMUSG00000124274.1	16	5	27	3	4	2	2	19
ENSMUSG00000086745.3	66	50	119	30	34	8	12	88
ENSMUSG00000104685.2	10	1	0	2	0	0	0	2
ENSMUSG00000105498.2	5	0	0	0	0	0	0	1
ENSMUSG00000122135.1	22	8	11	21	4	1	3	16
ENSMUSG00000122171.1	3	1	4	3	2	0	1	0
ENSMUSG00000105570.2	4	5	5	9	10	2	2	2
ENSMUSG00000122209.1	5	1	2	2	6	0	0	2
ENSMUSG00000027858.14	254	468	275	283	709	98	374	381
ENSMUSG00000027857.11	33	73	72	20	37	14	13	68
ENSMUSG00000105855.2	32	18	46	8	18	2	5	39
ENSMUSG00000027855.14	55	46	96	10	35	7	15	81
ENSMUSG00000105672.2	1	8	2	3	0	0	0	3
ENSMUSG00000106545.2	1	0	6	0	3	1	0	5
ENSMUSG00000105938.2	4	5	1	2	0	0	0	8
ENSMUSG00000048938.13	39	35	82	19	38	4	30	54
ENSMUSG00000065708.3	1	0	9	0	1	1	2	6
ENSMUSG00000027854.13	381	738	426	526	996	134	514	684
ENSMUSG00000134100.1	11	10	6	0	0	0	0	3
ENSMUSG00000134137.1	0	0	0	0	2	0	0	0
ENSMUSG00000068823.11	3414	9366	3558	3367	13589	1100	4028	8196
ENSMUSG00000027852.15	804	1702	1082	1025	3677	345	1085	1335
ENSMUSG00000104671.2	14	69	49	29	48	15	37	76
ENSMUSG00000070385.13	228	1280	172	120	1014	3	577	1402
ENSMUSG00002075007.1	4	0	0	1	1	0	0	1
ENSMUSG00000105731.2	22	25	11	14	11	0	6	34
ENSMUSG00000007379.16	167	372	222	252	877	50	209	368
ENSMUSG00000133681.1	5	3	13	15	15	1	0	25
ENSMUSG00000133641.1	10	5	29	1	7	3	2	11
ENSMUSG00000005687.15	275	749	339	472	1371	119	455	673
ENSMUSG00000098153.2	4	0	1	0	0	1	0	6
ENSMUSG00000142234.1	8	7	20	0	11	2	1	27
ENSMUSG00000143013.1	13	0	1	0	3	0	3	4
ENSMUSG00000104976.2	2	2	3	4	1	0	3	1
ENSMUSG00000140679.1	0	0	4	1	0	0	0	3
ENSMUSG00000131567.1	3	6	4	2	0	0	2	11
ENSMUSG00000033014.13	344	500	591	416	879	137	428	526
ENSMUSG00000104925.2	57	76	48	36	66	10	23	135
ENSMUSG00000136478.1	19	6	6	10	2	4	2	22
ENSMUSG00000135432.1	3	0	0	2	0	0	0	4
ENSMUSG00000089029.3	0	0	1	0	0	0	0	0
ENSMUSG00000119891.1	1	2	1	0	0	3	0	1
ENSMUSG00000139263.1	2	9	10	2	2	0	0	5
ENSMUSG00000065029.3	0	8	0	0	0	0	0	1
ENSMUSG00000131693.1	8	4	25	7	0	2	1	7
ENSMUSG00000027849.20	61	132	107	141	115	42	104	135
ENSMUSG00000104764.2	0	5	10	20	6	0	0	2
ENSMUSG00000142053.1	2	2	1	0	1	0	0	6
ENSMUSG00000087119.5	3	14	6	0	14	2	4	14
ENSMUSG00002076886.1	4	0	9	4	0	0	0	13
ENSMUSG00000128286.1	1	7	0	0	0	4	2	5
ENSMUSG00000081910.2	1	0	6	5	1	0	4	11
ENSMUSG00000027848.14	845	2914	3008	4028	2314	1018	3035	1795
ENSMUSG00000138622.1	3	0	4	0	1	0	1	6
ENSMUSG00000008730.18	1145	2094	1392	1371	5602	518	1528	2229
ENSMUSG00000105229.2	27	72	46	28	106	7	35	95
ENSMUSG00000085754.9	10	3	13	18	5	2	9	16
ENSMUSG00000104874.2	6	9	31	9	30	10	8	34
ENSMUSG00000027845.16	254	487	332	234	1061	77	301	432
ENSMUSG00000084997.8	0	0	0	0	0	0	0	0
ENSMUSG00000032952.12	39	42	45	25	117	11	28	69
ENSMUSG00000105053.2	0	0	0	0	11	0	0	0
ENSMUSG00000044165.13	11	44	14	34	19	2	13	18
ENSMUSG00000027843.14	405	707	359	293	1915	72	275	629
ENSMUSG00000084760.2	13	15	0	0	20	0	2	7
ENSMUSG00000105986.2	30	20	12	2	33	2	3	34
ENSMUSG00000083630.3	13	7	2	0	3	0	7	8
ENSMUSG00000141702.1	3	0	7	0	0	0	0	9
ENSMUSG00000044098.15	147	289	177	141	411	32	97	234
ENSMUSG00000089998.4	47	65	24	25	52	4	35	53
ENSMUSG00000058388.15	181	356	337	232	721	84	341	407
ENSMUSG00000052539.16	98	138	247	79	155	31	114	162
ENSMUSG00000104721.2	21	32	46	14	29	1	10	33
ENSMUSG00000106371.2	16	9	19	19	12	4	5	19
ENSMUSG00002076048.1	1	0	5	4	0	0	0	2
ENSMUSG00000105148.2	40	56	42	8	20	7	7	51
ENSMUSG00000105083.2	6	4	26	9	11	0	2	10
