Geneid	SRR9126859	SRR9126934	SRR9127010	SRR9127157	SRR9127293	SRR9127296	SRR9127369	SRR9127396
ENSMUSG00000028898.16	70	200	79	93	324	36	106	118
ENSMUSG00000028896.14	201	469	247	245	1366	94	309	450
ENSMUSG00000085241.8	0	1	3	0	0	0	0	0
ENSMUSG00000091021.3	3	4	6	12	7	2	6	3
ENSMUSG00000065353.3	0	0	0	0	0	0	0	0
ENSMUSG00000064387.3	0	0	0	0	0	0	0	0
ENSMUSG00000066043.14	92	232	111	145	332	33	119	218
ENSMUSG00002075747.1	1	4	1	0	0	0	0	1
ENSMUSG00000064739.3	0	2	2	0	0	0	0	0
ENSMUSG00000066042.5	29	44	39	34	115	5	32	45
ENSMUSG00000142891.1	1	0	0	1	3	0	0	0
ENSMUSG00000028893.9	119	172	129	126	377	33	120	141
ENSMUSG00000086997.2	2	6	1	2	4	1	5	2
ENSMUSG00000127295.1	9	5	21	4	4	0	2	3
ENSMUSG00000054428.13	118	276	105	194	510	65	304	206
ENSMUSG00000087352.4	4	3	1	0	5	1	3	0
ENSMUSG00000054405.15	144	453	115	180	667	78	248	231
ENSMUSG00000065623.3	2	4	0	1	0	2	2	0
ENSMUSG00000056529.8	182	278	109	57	561	39	142	206
ENSMUSG00000137689.1	5	0	1	0	1	0	2	6
ENSMUSG00000028886.16	99	149	156	160	460	37	138	197
ENSMUSG00000037752.5	34	60	64	42	106	15	57	70
ENSMUSG00000028885.9	43	17	15	21	59	10	13	21
ENSMUSG00000137486.1	1	0	0	0	0	2	1	2
ENSMUSG00000141599.1	4	3	8	1	4	0	0	4
ENSMUSG00000028884.15	143	384	181	225	847	73	261	344
ENSMUSG00000037731.6	276	407	189	136	966	63	205	275
ENSMUSG00000081647.2	0	0	0	1	0	0	0	0
ENSMUSG00000028882.14	71	198	172	127	444	36	132	197
ENSMUSG00000088990.3	2	0	0	0	0	2	3	1
ENSMUSG00000028879.5	186	417	185	196	813	79	258	336
ENSMUSG00000135516.1	1	9	0	9	4	0	7	1
ENSMUSG00000135556.1	3	2	0	2	2	1	3	2
ENSMUSG00000083816.4	2	1	0	1	0	0	0	0
ENSMUSG00000028878.12	164	453	182	253	657	61	248	352
ENSMUSG00000138205.1	1	0	5	0	0	1	1	3
ENSMUSG00002076011.1	0	0	0	0	0	0	0	0
ENSMUSG00000138163.1	1	3	6	6	9	1	4	3
ENSMUSG00000028874.15	305	556	257	196	1359	94	298	478
ENSMUSG00000137958.1	4	6	8	4	9	1	4	15
ENSMUSG00000037692.15	46	117	94	109	115	26	113	108
ENSMUSG00000126264.1	15	1	5	4	4	0	4	3
ENSMUSG00000139851.1	3	0	1	0	0	0	0	5
ENSMUSG00000139935.1	0	0	0	0	0	0	0	0
ENSMUSG00000139971.1	0	5	0	1	0	0	0	0
ENSMUSG00000139891.1	1	0	2	0	1	0	0	0
ENSMUSG00000028868.14	417	1028	640	647	1895	203	698	721
ENSMUSG00000131436.1	1	1	3	6	6	2	1	10
ENSMUSG00002076928.1	3	2	3	2	0	0	2	7
ENSMUSG00000099202.3	0	0	0	0	0	0	0	0
ENSMUSG00000049649.9	6	0	7	0	3	1	1	0
ENSMUSG00000028865.15	1	3	7	3	3	1	0	7
ENSMUSG00000028862.7	39	90	99	67	189	33	53	104
ENSMUSG00000028860.14	57	63	23	33	154	12	21	43
ENSMUSG00000028857.17	103	349	106	194	573	65	184	198
ENSMUSG00000133562.1	0	0	0	0	0	0	0	1
ENSMUSG00000083241.2	0	0	0	0	0	0	0	0
ENSMUSG00000037622.15	210	476	262	274	840	94	326	415
ENSMUSG00000028854.10	166	390	140	220	569	57	230	234
ENSMUSG00000092745.3	0	0	0	0	0	0	0	0
ENSMUSG00000130543.1	0	0	0	0	0	0	0	0
ENSMUSG00000130585.1	0	0	0	1	0	0	0	0
ENSMUSG00000127918.1	0	0	1	0	0	0	0	0
ENSMUSG00000128338.1	3	1	5	3	7	0	0	1
ENSMUSG00000126839.1	0	0	0	0	0	0	0	1
ENSMUSG00000086850.3	2	0	5	1	0	0	4	2
ENSMUSG00000046694.7	5	18	4	1	7	0	0	7
ENSMUSG00000056596.9	1	18	16	13	7	11	18	10
ENSMUSG00000037600.17	16	4	15	7	0	0	1	13
ENSMUSG00000028851.7	150	395	230	257	680	70	293	259
ENSMUSG00000037583.3	9	4	4	2	12	1	1	8
ENSMUSG00002076171.1	0	0	2	0	0	0	0	0
ENSMUSG00000138568.1	1	1	1	7	0	0	1	0
ENSMUSG00000028850.3	35	95	40	49	107	8	46	39
ENSMUSG00000028848.14	33	55	41	40	142	16	54	40
ENSMUSG00000137707.1	4	1	0	2	0	0	0	4
ENSMUSG00000047281.4	11	32	9	12	40	6	21	39
ENSMUSG00000037553.15	314	579	273	222	840	103	366	411
ENSMUSG00000138322.1	2	1	11	3	2	1	3	7
ENSMUSG00000130811.1	4	5	1	2	3	3	0	2
ENSMUSG00000083885.2	0	0	0	0	0	0	0	0
ENSMUSG00002075175.1	2	0	7	0	0	0	0	1
ENSMUSG00000130848.1	3	0	2	5	11	1	10	0
ENSMUSG00000043257.16	45	77	63	38	178	17	35	86
ENSMUSG00000130887.1	6	5	10	8	6	1	6	15
ENSMUSG00000007880.17	563	1070	760	733	1592	197	727	861
ENSMUSG00000104566.3	3	0	1	0	0	0	0	0
ENSMUSG00000120544.1	1	0	1	0	1	1	0	8
ENSMUSG00000137764.1	6	18	12	0	10	0	1	7
ENSMUSG00000084789.3	22	7	9	11	4	2	9	29
ENSMUSG00000137720.1	2	6	2	0	5	0	0	7
ENSMUSG00000084555.3	1	0	2	2	0	0	1	10
ENSMUSG00000003644.18	720	1424	650	641	4047	273	830	1208
ENSMUSG00000085009.3	5	1	3	6	13	0	1	0
ENSMUSG00000080946.2	0	11	0	1	0	0	0	4
ENSMUSG00000089321.3	1	0	0	0	0	0	0	5
ENSMUSG00000141433.1	2	0	1	1	0	0	0	3
ENSMUSG00000123806.1	0	0	0	0	0	0	0	9
ENSMUSG00000130710.1	0	1	9	3	1	0	3	8
ENSMUSG00000003038.16	702	2019	885	1028	4423	410	1279	1418
ENSMUSG00000012117.14	126	375	171	179	620	62	268	279
ENSMUSG00000050966.10	35	48	37	47	113	9	50	85
ENSMUSG00000087288.3	1	1	7	2	1	0	0	6
ENSMUSG00000137780.1	0	0	0	0	0	0	1	0
ENSMUSG00000049410.9	6	0	7	3	6	0	1	0
ENSMUSG00000012123.18	14	6	32	11	13	1	6	34
ENSMUSG00000000682.8	370	594	191	167	750	75	376	314
ENSMUSG00000127393.1	2	0	6	6	1	0	0	7
ENSMUSG00000127427.1	0	1	1	1	0	0	0	0
ENSMUSG00000127285.1	2	4	7	0	2	0	2	0
ENSMUSG00000012126.17	27	53	47	23	52	6	19	40
ENSMUSG00000028843.9	579	1172	488	596	2222	181	733	630
ENSMUSG00000127318.1	9	0	0	0	3	0	0	4
ENSMUSG00000037443.14	121	273	148	127	481	43	187	253
ENSMUSG00000127351.1	1	0	0	0	0	1	0	0
ENSMUSG00000127251.1	436	809	450	367	2222	142	236	560
ENSMUSG00002075514.1	0	2	0	0	0	0	0	4
ENSMUSG00000073747.3	13	0	1	2	2	0	1	4
ENSMUSG00000081772.2	0	1	0	0	0	0	1	2
ENSMUSG00000048003.13	5	5	16	4	1	1	3	0
ENSMUSG00000140446.1	0	0	0	0	0	0	0	0
ENSMUSG00000028841.15	19	124	3	11	80	1	25	154
ENSMUSG00000028840.11	3	8	15	0	10	2	7	1
ENSMUSG00000086322.8	0	0	0	0	1	1	0	0
ENSMUSG00000108398.2	3	3	3	0	1	0	3	1
ENSMUSG00000050105.6	26	111	62	66	49	16	36	35
ENSMUSG00000138397.1	5	2	0	5	4	0	0	14
ENSMUSG00000138479.1	0	1	0	0	1	0	1	0
ENSMUSG00000138438.1	0	8	3	3	9	1	0	9
ENSMUSG00000050890.16	104	229	141	123	462	43	137	247
ENSMUSG00000129584.1	0	0	0	2	0	0	0	0
ENSMUSG00000028834.14	82	311	18	35	117	2	94	259
ENSMUSG00000122881.1	3	0	3	0	1	1	0	4
ENSMUSG00000083065.2	11	0	4	1	0	0	0	2
ENSMUSG00000028836.15	10	37	30	7	14	1	6	49
ENSMUSG00000028838.12	12	110	7	3	55	4	27	66
ENSMUSG00000037366.15	82	157	69	90	267	29	68	111
ENSMUSG00000129925.1	1	2	0	1	1	0	1	1
ENSMUSG00000129961.1	0	1	0	3	2	0	0	2
ENSMUSG00000087343.3	12	13	30	13	19	1	6	8
ENSMUSG00000130004.1	1	3	0	0	0	0	2	4
ENSMUSG00000028832.12	132	324	180	273	764	99	247	236
ENSMUSG00002075520.1	0	0	0	0	0	0	0	0
ENSMUSG00000083001.2	0	0	0	0	1	0	0	0
ENSMUSG00000130247.1	6	3	4	0	3	2	0	4
ENSMUSG00000037348.16	193	315	158	136	771	44	156	203
ENSMUSG00000130289.1	2	0	6	0	3	2	4	3
ENSMUSG00000078521.3	18	33	34	31	98	10	32	44
ENSMUSG00000138748.1	2	3	1	0	1	1	0	7
ENSMUSG00000046671.19	261	711	231	327	1087	86	434	616
ENSMUSG00000124593.1	1	0	6	0	0	0	3	0
ENSMUSG00000050989.11	244	589	465	425	881	164	472	347
ENSMUSG00000037306.15	160	402	273	135	524	69	289	258
ENSMUSG00000099289.3	0	0	0	0	0	0	0	0
ENSMUSG00000134105.1	4	2	0	3	3	0	5	1
ENSMUSG00000131464.1	12	7	4	5	9	0	1	8
ENSMUSG00000131495.1	11	29	3	8	7	4	6	5
ENSMUSG00000037295.8	359	736	363	465	1311	140	390	557
ENSMUSG00000028826.15	138	320	205	238	391	75	205	269
ENSMUSG00000028825.8	455	1166	511	626	3094	225	935	1372
ENSMUSG00000028822.12	248	799	372	426	1339	128	459	532
ENSMUSG00000138461.1	0	1	0	0	10	0	0	1
ENSMUSG00000037266.19	1998	4557	1936	3096	8998	687	2826	3974
ENSMUSG00000028821.9	127	291	153	181	695	62	215	274
ENSMUSG00000125848.1	5	0	10	0	1	2	0	10
ENSMUSG00000135979.1	1	10	0	2	2	0	1	1
ENSMUSG00000124133.1	1	0	0	0	0	0	0	4
ENSMUSG00000130310.1	0	0	10	5	0	0	1	8
ENSMUSG00000136547.1	0	5	7	5	4	1	0	2
ENSMUSG00000126402.1	0	0	0	0	0	0	0	0
ENSMUSG00000086884.3	2	0	2	1	0	0	0	0
ENSMUSG00000070691.11	107	297	122	210	358	71	147	166
ENSMUSG00000084986.2	2	2	5	0	4	0	0	7
ENSMUSG00000037242.9	1162	2689	1590	1495	5488	581	1829	2134
ENSMUSG00000087270.3	3	0	5	3	0	0	0	5
ENSMUSG00000085002.3	9	0	12	4	0	1	2	0
ENSMUSG00000139474.1	4	2	0	0	0	0	0	3
ENSMUSG00000082833.2	1	0	0	0	2	0	0	0
ENSMUSG00000028809.17	330	902	421	596	1544	157	558	748
ENSMUSG00000143946.1	2	4	4	3	1	4	5	2
ENSMUSG00000126529.1	1	1	4	0	0	0	0	0
ENSMUSG00000043924.17	5	9	2	0	6	2	11	13
ENSMUSG00000084032.2	0	0	4	0	1	0	0	2
ENSMUSG00000081136.2	0	0	0	0	0	0	0	0
ENSMUSG00000059713.13	143	234	156	187	333	56	161	152
ENSMUSG00000076123.3	0	0	0	0	0	0	0	0
ENSMUSG00000140349.1	3	1	2	0	2	2	3	3
ENSMUSG00000087016.2	8	1	1	1	1	0	3	2
ENSMUSG00000139241.1	1	1	2	7	0	0	3	3
ENSMUSG00000028803.19	73	74	54	56	188	19	66	83
ENSMUSG00000103955.2	0	0	0	0	0	0	0	0
ENSMUSG00000028801.15	14	5	10	4	4	5	2	10
ENSMUSG00002075292.1	0	0	0	0	0	0	0	0
ENSMUSG00000037188.8	10	7	2	1	1	0	2	14
ENSMUSG00000132404.1	5	1	2	0	0	0	0	2
ENSMUSG00000132365.1	10	0	0	3	0	0	0	0
ENSMUSG00002075369.1	0	0	0	0	1	0	0	0
ENSMUSG00000135990.1	2	0	1	7	4	0	0	0
ENSMUSG00000135114.1	3	4	0	0	0	0	0	2
ENSMUSG00000086788.4	2	3	2	0	5	6	1	15
ENSMUSG00000135151.1	1	0	0	1	0	0	0	0
ENSMUSG00000131037.1	3	0	2	0	1	0	0	2
ENSMUSG00000122631.1	6	4	3	2	0	0	0	5
ENSMUSG00000122673.1	3	0	0	4	0	0	0	0
ENSMUSG00000123263.1	2	0	4	5	0	0	0	1
ENSMUSG00000062157.7	50	108	53	43	216	19	57	98
ENSMUSG00000140293.1	10	2	13	0	6	0	0	1
ENSMUSG00000083678.4	3	0	3	4	1	1	5	2
ENSMUSG00000037157.9	7	2	12	1	2	0	2	7
ENSMUSG00000082743.2	0	1	1	1	4	0	1	1
ENSMUSG00000037139.16	52	125	49	23	45	5	68	75
ENSMUSG00000132832.1	5	3	9	6	1	2	10	9
ENSMUSG00000132787.1	1	0	0	2	0	0	2	2
ENSMUSG00000081672.2	0	0	0	0	1	0	0	10
ENSMUSG00000120823.2	2	0	1	0	0	0	0	2
ENSMUSG00000028676.18	255	528	387	336	1144	130	480	601
ENSMUSG00000028675.13	396	698	408	527	1603	147	640	744
ENSMUSG00000120631.2	1	0	2	0	0	0	0	4
ENSMUSG00000125451.1	3	0	8	3	0	0	0	4
ENSMUSG00000083430.2	0	0	0	0	0	0	0	0
ENSMUSG00000062585.12	162	254	152	93	671	49	168	278
ENSMUSG00000028673.11	262	608	339	414	1054	131	373	482
ENSMUSG00000134058.1	0	1	0	0	0	0	0	0
ENSMUSG00000028672.14	198	336	239	198	774	73	227	320
ENSMUSG00000028671.17	64	124	119	89	184	34	142	81
ENSMUSG00000028670.15	232	635	232	347	974	107	337	348
ENSMUSG00000132201.1	1	7	0	5	6	0	2	4
ENSMUSG00000028669.16	136	391	109	185	766	58	209	277
ENSMUSG00000083852.2	0	3	1	0	2	1	0	0
ENSMUSG00000028668.6	344	776	356	453	1527	138	477	631
ENSMUSG00000085714.2	0	0	0	0	0	0	0	0
ENSMUSG00000097995.2	4	1	1	0	3	0	0	4
ENSMUSG00000123213.1	1	0	1	0	4	1	0	1
ENSMUSG00000059291.16	185	469	182	291	646	89	336	261
ENSMUSG00000082877.2	1	0	0	0	1	0	0	3
ENSMUSG00000123145.1	6	0	12	0	3	0	0	1
ENSMUSG00002074967.1	0	0	1	0	0	0	0	0
ENSMUSG00000121154.2	12	1	7	6	7	2	2	5
ENSMUSG00000007872.4	413	1112	1301	1466	666	402	1135	694
ENSMUSG00000123140.1	0	1	3	5	0	1	1	2
ENSMUSG00000126589.1	0	0	0	0	0	0	0	0
ENSMUSG00000018983.10	626	1695	652	933	4274	242	848	1535
ENSMUSG00000036995.8	23	38	54	47	38	16	46	34
ENSMUSG00000122909.1	0	1	0	0	0	0	0	5
ENSMUSG00000001604.15	56	302	30	29	112	12	108	201
ENSMUSG00000051351.15	81	228	101	109	292	68	186	160
ENSMUSG00000081330.2	1	0	4	4	0	0	0	5
ENSMUSG00000066037.15	439	865	617	448	1386	140	551	795
ENSMUSG00000098155.2	0	0	0	0	0	0	0	0
ENSMUSG00000070687.12	12	2	4	6	5	1	3	14
ENSMUSG00000066178.5	3	1	0	5	2	0	6	2
ENSMUSG00000001089.15	109	256	241	238	239	55	257	194
ENSMUSG00000121910.1	0	0	0	0	0	0	0	0
ENSMUSG00000036940.16	187	409	330	252	494	94	331	256
ENSMUSG00000082711.2	2	17	4	4	6	2	2	10
ENSMUSG00000134780.1	2	0	5	0	1	0	1	7
ENSMUSG00000083054.2	9	10	5	0	3	1	0	7
ENSMUSG00000092747.4	0	0	0	0	0	0	0	0
ENSMUSG00000036921.3	4	5	3	0	0	0	3	11
ENSMUSG00000070683.8	0	1	7	6	1	1	0	4
ENSMUSG00000103119.2	11	4	18	0	4	0	0	12
ENSMUSG00000028664.15	27	31	55	44	20	11	34	31
ENSMUSG00000142549.1	3	0	0	1	0	1	0	0
ENSMUSG00000125583.1	0	0	0	0	0	0	0	0
ENSMUSG00000140984.1	0	0	0	3	1	0	0	0
ENSMUSG00000143299.1	3	0	2	0	0	0	0	4
ENSMUSG00000141461.1	0	0	1	0	0	0	0	0
ENSMUSG00000141496.1	0	0	0	0	0	1	0	2
ENSMUSG00000133677.1	12	5	0	2	29	4	3	9
ENSMUSG00000036905.9	995	1107	386	382	4461	151	506	762
ENSMUSG00000036896.6	687	927	315	298	3436	104	462	550
ENSMUSG00000036887.6	844	961	338	315	4451	166	554	611
ENSMUSG00000133172.1	0	1	0	0	0	0	0	2
ENSMUSG00000028661.9	8	0	23	5	0	0	2	1
ENSMUSG00000060862.11	81	114	95	83	72	34	84	125
ENSMUSG00000077624.3	0	0	2	0	0	0	0	0
ENSMUSG00000123099.1	5	1	8	5	5	0	3	6
ENSMUSG00000123130.1	2	0	2	0	4	0	0	3
ENSMUSG00000123160.1	0	0	0	0	0	0	0	0
ENSMUSG00000087417.3	2	0	7	0	1	0	2	3
ENSMUSG00000085833.4	11	15	16	15	0	1	14	9
ENSMUSG00000130256.1	5	0	4	2	0	3	4	2
ENSMUSG00000130300.1	0	2	0	0	0	0	0	4
ENSMUSG00000125276.1	4	0	1	1	0	0	0	4
ENSMUSG00002076872.1	0	0	0	0	0	0	0	0
ENSMUSG00002075216.1	0	0	0	0	0	0	0	0
ENSMUSG00000080806.2	5	2	4	1	2	0	0	1
ENSMUSG00000082149.2	0	0	2	0	0	1	0	5
ENSMUSG00000142753.1	12	1	3	5	6	0	3	4
ENSMUSG00000140403.1	5	0	4	0	0	0	0	2
ENSMUSG00000124185.1	0	0	3	4	0	0	0	2
ENSMUSG00000036856.5	31	130	85	101	93	16	85	85
ENSMUSG00000133780.1	2	0	0	0	5	0	0	4
ENSMUSG00000006699.18	1686	3776	1908	2041	7930	719	2333	2829
ENSMUSG00002074982.1	7	5	5	0	5	1	0	2
ENSMUSG00000133994.1	13	7	9	5	5	1	5	19
ENSMUSG00000134183.1	0	1	3	0	0	0	2	0
ENSMUSG00000101493.4	4	6	6	16	22	3	7	9
ENSMUSG00000134032.1	7	10	13	6	1	2	5	5
ENSMUSG00000134117.1	0	1	5	1	0	0	0	7
ENSMUSG00000134073.1	1	5	2	2	0	0	4	2
ENSMUSG00000070667.8	0	0	12	1	0	0	0	0
ENSMUSG00000078520.4	8	13	2	4	3	0	0	11
ENSMUSG00000023433.9	11	0	0	1	3	42	0	4
ENSMUSG00000086845.3	7	5	4	4	4	0	3	15
ENSMUSG00000041399.4	3	1	5	0	0	6	1	2
ENSMUSG00000028763.19	389	1079	1029	965	438	284	1149	518
ENSMUSG00000099134.3	0	0	0	0	0	0	0	0
ENSMUSG00000140710.1	0	5	0	1	1	0	6	0
ENSMUSG00000094035.4	7	3	9	8	6	1	0	17
ENSMUSG00000142669.1	0	0	0	0	0	0	0	0
ENSMUSG00000142632.1	5	0	0	2	0	0	0	6
ENSMUSG00000132926.1	2	0	3	2	1	0	0	3
ENSMUSG00000043411.16	294	427	391	328	1048	101	453	493
ENSMUSG00000131717.1	0	0	0	0	0	0	0	0
ENSMUSG00000041351.17	47	150	121	137	86	20	90	52
ENSMUSG00000087476.3	1	0	0	9	0	0	0	9
ENSMUSG00000122054.1	8	1	8	5	3	0	7	3
ENSMUSG00000122087.1	2	0	8	1	0	0	0	3
ENSMUSG00000028766.11	595	2557	4213	4386	1086	1312	3398	1116
ENSMUSG00000121582.1	0	0	0	0	0	0	0	0
ENSMUSG00000057530.15	237	1289	429	503	1009	148	493	530
ENSMUSG00000085823.10	26	17	13	23	32	8	29	10
ENSMUSG00000136776.1	0	0	4	0	1	0	0	0
ENSMUSG00000131604.1	1	8	5	2	4	0	5	2
ENSMUSG00000028760.18	355	832	693	541	1254	155	576	722
ENSMUSG00000142572.1	2	4	0	12	2	0	3	7
ENSMUSG00000084804.3	2	4	0	0	3	2	4	5
ENSMUSG00000098513.3	4	0	0	0	0	1	1	0
ENSMUSG00000078519.5	2	2	4	4	6	0	1	3
ENSMUSG00000028759.14	468	1110	554	616	1883	204	678	885
ENSMUSG00000120622.2	4	3	4	1	0	1	1	0
ENSMUSG00000045349.16	32	30	31	20	133	6	28	21
ENSMUSG00000028758.13	24	26	19	14	44	4	18	18
ENSMUSG00000126859.1	4	2	1	0	0	0	0	0
ENSMUSG00000028757.5	740	1695	1029	1337	3413	432	1251	1136
ENSMUSG00000028756.13	528	3181	522	771	2479	186	798	1972
ENSMUSG00000099200.3	0	0	0	0	0	0	0	0
ENSMUSG00002075257.1	0	0	0	0	0	0	0	0
ENSMUSG00000028755.4	7	11	7	9	6	0	5	5
ENSMUSG00000078235.4	2	2	6	0	0	0	0	0
ENSMUSG00000046109.8	4	0	5	7	0	0	1	2
ENSMUSG00000083326.5	0	0	0	0	0	0	0	0
ENSMUSG00000041241.13	66	173	108	110	237	37	104	175
ENSMUSG00000046447.4	24	127	53	57	46	23	32	63
ENSMUSG00000141554.1	0	0	2	0	4	0	0	0
ENSMUSG00000127450.1	2	0	2	0	1	0	2	2
ENSMUSG00000028753.13	30	11	25	14	8	1	3	17
ENSMUSG00002074957.1	0	0	0	0	0	0	0	0
ENSMUSG00000123636.1	1	0	8	0	0	0	1	3
ENSMUSG00000138588.1	2	0	0	0	1	1	2	0
ENSMUSG00000122599.1	8	5	7	2	0	0	7	5
ENSMUSG00000122638.1	2	0	0	0	0	0	0	0
ENSMUSG00000043621.14	9	9	16	14	3	3	0	10
ENSMUSG00000028750.13	4	1	7	1	2	1	0	4
ENSMUSG00000028749.8	10	9	4	3	1	0	0	0
ENSMUSG00000134479.1	5	0	1	1	2	0	0	3
ENSMUSG00000041202.13	281	69	3	14	154	6	9	42
ENSMUSG00000134557.1	1	8	3	2	0	0	4	2
ENSMUSG00000041193.16	37	128	161	199	86	53	165	82
ENSMUSG00000087894.3	0	0	0	2	0	0	0	0
ENSMUSG00000058908.17	1	0	4	2	0	4	0	3
ENSMUSG00000134517.1	0	1	0	1	0	0	0	2
ENSMUSG00000127711.1	6	10	8	1	0	0	3	4
ENSMUSG00000078518.2	0	3	1	1	0	0	1	5
ENSMUSG00000028751.14	4	0	7	4	0	0	0	8
ENSMUSG00000041161.9	15	26	17	14	24	14	40	13
ENSMUSG00000141068.1	6	0	0	5	2	0	0	2
ENSMUSG00000132058.1	0	0	1	4	0	0	0	1
ENSMUSG00000139128.1	0	0	1	0	0	0	0	3
ENSMUSG00000140692.1	1	0	1	5	1	0	0	1
ENSMUSG00000140657.1	6	0	3	10	1	1	0	7
ENSMUSG00000070661.8	1	0	2	0	0	0	0	0
ENSMUSG00000140735.1	0	1	1	0	1	0	0	1
ENSMUSG00000140776.1	0	0	1	0	2	0	0	0
ENSMUSG00000041143.17	66	188	68	60	277	21	55	137
ENSMUSG00000028747.11	10	4	7	5	0	0	3	2
ENSMUSG00000110296.2	0	0	1	0	0	0	1	0
ENSMUSG00000134236.1	3	1	1	4	4	0	2	1
ENSMUSG00000041120.7	152	1187	634	754	233	211	705	363
ENSMUSG00000050608.12	144	407	165	197	504	72	316	259
ENSMUSG00000120910.1	1	3	1	1	7	2	0	4
ENSMUSG00000083238.2	0	0	0	0	2	0	1	1
ENSMUSG00000144216.1	6	0	0	0	0	0	0	1
ENSMUSG00000073739.5	10	3	10	12	7	1	9	3
ENSMUSG00000132349.1	3	2	3	2	2	2	0	7
ENSMUSG00000120262.2	6	20	2	6	19	2	10	4
ENSMUSG00000028745.19	859	2121	990	1108	4168	375	1263	1538
ENSMUSG00000132467.1	0	5	2	4	0	1	1	1
ENSMUSG00000028744.16	80	128	71	116	234	20	85	78
ENSMUSG00000028743.8	56	274	90	87	251	33	106	119
ENSMUSG00000132306.1	1	2	0	1	4	0	0	3
ENSMUSG00000132391.1	1	0	7	3	0	0	0	8
ENSMUSG00000118507.2	0	0	0	0	0	0	0	0
ENSMUSG00002075764.1	0	0	1	0	0	0	2	0
ENSMUSG00002075188.1	225	559	291	393	122	55	579	105
ENSMUSG00000083404.2	0	0	0	0	0	0	0	1
ENSMUSG00000080708.2	4	0	1	4	5	2	1	1
ENSMUSG00000028741.14	68	154	69	117	332	39	97	145
ENSMUSG00000078517.14	301	581	283	301	1011	96	416	484
ENSMUSG00000066036.15	630	1470	868	978	2087	267	871	1160
ENSMUSG00000120907.2	0	1	1	4	4	0	5	1
ENSMUSG00000143584.1	0	6	5	2	0	1	0	3
ENSMUSG00000041025.16	25	65	26	34	56	6	44	33
ENSMUSG00002075565.1	0	0	0	0	0	0	0	0
ENSMUSG00000094439.2	2	0	0	0	0	0	0	0
ENSMUSG00000133002.1	3	1	2	0	0	1	3	3
ENSMUSG00000028737.16	66	169	65	64	257	17	110	163
ENSMUSG00000098569.3	0	0	0	0	0	0	0	0
ENSMUSG00000028738.15	0	1	7	3	0	0	0	0
ENSMUSG00000028736.14	2	0	32	7	4	1	1	6
ENSMUSG00000087646.2	2	0	1	1	1	0	0	0
ENSMUSG00000085928.3	13	4	5	10	1	0	0	5
ENSMUSG00000087628.3	0	0	0	0	0	0	0	0
ENSMUSG00000137526.1	3	0	0	1	0	0	0	0
ENSMUSG00000078234.7	3	19	9	3	7	0	2	7
ENSMUSG00000089294.3	0	0	0	0	0	0	0	0
ENSMUSG00000141467.1	3	0	0	0	0	0	0	0
ENSMUSG00000040972.9	8	5	4	5	1	0	1	12
ENSMUSG00000138918.1	0	0	0	0	0	0	0	0
ENSMUSG00000139008.1	1	0	2	0	0	0	1	7
ENSMUSG00000139121.1	0	0	0	0	0	0	0	2
ENSMUSG00000138838.1	1	0	2	0	0	0	0	1
ENSMUSG00000085968.2	0	0	0	0	0	0	0	0
ENSMUSG00000086164.3	2	0	2	8	0	0	0	1
ENSMUSG00000138967.1	2	0	3	1	4	0	0	2
ENSMUSG00000138879.1	6	0	3	3	0	0	0	1
ENSMUSG00000139082.1	0	0	0	0	0	0	0	0
ENSMUSG00000140755.1	6	3	3	4	1	2	0	2
ENSMUSG00000140715.1	0	0	0	1	0	0	0	2
ENSMUSG00000103107.2	6	0	0	0	0	0	0	0
ENSMUSG00000139787.1	5	2	18	0	2	0	0	1
ENSMUSG00000087084.3	12	0	4	2	0	0	0	7
ENSMUSG00000086960.3	1	0	0	2	0	1	1	1
ENSMUSG00000124355.1	3	0	1	0	1	0	0	2
ENSMUSG00000086437.4	12	10	26	3	11	0	1	17
ENSMUSG00000127281.1	9	4	2	2	1	0	1	10
ENSMUSG00000085047.2	0	0	0	0	0	0	0	0
ENSMUSG00000118416.2	1	0	0	0	0	0	0	0
ENSMUSG00000040964.17	175	539	203	275	445	65	258	366
ENSMUSG00000141377.1	1	1	7	3	1	0	0	1
ENSMUSG00000141416.1	0	0	0	6	0	1	0	6
ENSMUSG00000086159.2	1	0	0	2	1	0	1	0
ENSMUSG00000125655.1	5	0	0	2	1	0	0	0
ENSMUSG00002076108.1	0	0	0	2	1	0	0	5
ENSMUSG00000136671.1	4	0	16	3	4	0	0	4
ENSMUSG00000136708.1	0	0	0	0	0	0	0	0
ENSMUSG00000040945.14	541	1370	725	757	2131	234	864	780
ENSMUSG00002075547.1	0	0	0	0	0	0	0	0
ENSMUSG00000040935.13	6	3	9	4	2	0	0	4
ENSMUSG00000025330.7	343	647	262	306	1539	122	413	609
ENSMUSG00000136961.1	4	8	1	4	10	0	6	8
ENSMUSG00000025328.10	11	3	4	3	2	0	2	11
ENSMUSG00000128357.1	2	3	0	2	1	0	1	0
ENSMUSG00000085918.2	0	0	0	0	0	0	0	3
ENSMUSG00000025329.4	2	6	9	7	1	0	1	0
ENSMUSG00000135078.1	0	0	1	4	1	0	0	2
ENSMUSG00000087045.3	0	0	0	0	0	2	0	2
ENSMUSG00000028927.7	124	490	174	97	645	39	284	362
ENSMUSG00000139997.1	2	0	5	6	1	1	0	0
ENSMUSG00000064443.3	1	3	0	0	0	0	0	2
