Geneid	SRR9126859	SRR9126934	SRR9127010	SRR9127157	SRR9127293	SRR9127296	SRR9127369	SRR9127396
ENSMUSG00000127467.1	1	2	10	0	2	0	1	3
ENSMUSG00000081457.2	5	0	0	0	2	0	0	1
ENSMUSG00000083449.2	7	7	10	0	6	0	0	13
ENSMUSG00000085429.2	1	1	0	3	2	0	0	11
ENSMUSG00000082846.2	1	0	2	0	0	1	1	1
ENSMUSG00000144152.1	2	0	0	2	0	0	0	1
ENSMUSG00000144116.1	33	25	44	9	25	3	26	77
ENSMUSG00000144167.1	10	6	26	6	13	2	8	16
ENSMUSG00000083270.2	9	3	4	7	1	0	5	18
ENSMUSG00000126227.1	3	2	11	4	4	0	0	8
ENSMUSG00000126189.1	2	4	6	0	2	0	0	6
ENSMUSG00000017144.9	123	379	187	180	383	84	228	174
ENSMUSG00000100496.2	0	7	9	1	2	0	0	15
ENSMUSG00000081173.2	3	0	18	1	9	0	1	12
ENSMUSG00000086349.2	13	14	23	7	4	0	6	30
ENSMUSG00000126008.1	4	3	1	0	0	3	1	4
ENSMUSG00000086007.3	24	30	51	10	26	8	15	58
ENSMUSG00000122296.1	16	9	18	7	3	1	1	24
ENSMUSG00000089614.4	0	2	0	0	3	0	0	0
ENSMUSG00000084334.2	6	5	3	1	5	0	0	13
ENSMUSG00000137139.1	9	0	21	0	1	1	0	20
ENSMUSG00000133113.1	10	3	10	8	4	5	0	11
ENSMUSG00000083472.2	0	0	0	0	0	0	0	0
ENSMUSG00000056115.3	12	5	37	8	5	1	5	15
ENSMUSG00000085014.3	22	2	24	8	13	3	6	32
ENSMUSG00000081484.2	0	0	3	3	0	0	0	0
ENSMUSG00000087701.5	2	2	2	1	5	0	2	0
ENSMUSG00000133727.1	0	2	0	0	2	0	0	2
ENSMUSG00000036249.17	103	239	134	177	496	63	148	247
ENSMUSG00000138266.1	1	3	1	2	1	1	0	4
ENSMUSG00000080782.2	1	0	2	0	0	1	0	2
ENSMUSG00000026946.10	53	110	70	73	226	16	61	98
ENSMUSG00000138866.1	1	0	10	0	3	0	0	2
ENSMUSG00000053475.6	10	21	33	27	27	11	26	25
ENSMUSG00000122876.1	2	0	2	0	0	1	5	0
ENSMUSG00000036202.17	278	469	321	258	865	88	323	440
ENSMUSG00000026950.19	2641	10971	1144	891	5217	54	4708	10871
ENSMUSG00002075472.1	2	0	7	0	2	0	1	4
ENSMUSG00000137369.1	7	10	4	2	2	0	2	14
ENSMUSG00000081158.2	0	4	7	0	1	2	0	1
ENSMUSG00000086447.4	18	15	19	2	2	2	4	18
ENSMUSG00000036093.8	253	402	154	141	561	108	380	397
ENSMUSG00000085315.10	2	2	0	2	0	0	1	2
ENSMUSG00000017412.17	44	64	90	27	39	4	20	66
ENSMUSG00000138366.1	1	9	2	0	3	0	1	12
ENSMUSG00000082132.2	1	0	0	0	0	0	0	1
ENSMUSG00000025201.8	3	1	3	3	3	1	2	0
ENSMUSG00000140556.1	0	3	15	6	2	0	1	9
ENSMUSG00000055371.18	164	356	200	228	560	60	248	283
ENSMUSG00000085815.2	3	0	0	3	0	0	0	0
ENSMUSG00000143221.1	5	2	3	5	6	0	0	8
ENSMUSG00000036053.19	92	136	119	99	178	19	80	141
ENSMUSG00000141483.1	2	1	0	0	5	0	0	1
ENSMUSG00000140534.1	1	1	1	0	0	0	1	2
ENSMUSG00000125281.1	6	3	5	5	3	1	4	9
ENSMUSG00000137171.1	3	5	8	5	8	0	2	13
ENSMUSG00000129305.1	3	0	6	0	0	0	0	2
ENSMUSG00000061136.17	365	751	508	412	1355	160	504	649
ENSMUSG00000133045.1	0	0	0	0	0	0	0	0
ENSMUSG00000026960.7	107	282	197	169	556	68	193	262
ENSMUSG00000088928.3	0	0	0	0	2	0	0	4
ENSMUSG00000082472.2	2	0	1	0	3	0	2	2
ENSMUSG00000080716.2	4	10	4	6	14	3	6	3
ENSMUSG00000083287.5	0	0	6	0	1	2	0	0
ENSMUSG00000088628.4	5	1	7	0	0	0	0	4
ENSMUSG00000129589.1	17	14	12	11	8	4	2	25
ENSMUSG00000129622.1	1	1	1	6	3	0	2	5
ENSMUSG00000133540.1	2	9	6	0	0	0	0	3
ENSMUSG00000075334.3	2	1	5	0	0	4	7	0
ENSMUSG00000064596.3	2	0	0	4	1	0	0	3
ENSMUSG00000128273.1	6	6	4	0	0	0	1	6
ENSMUSG00000082096.2	6	1	12	0	2	1	0	3
ENSMUSG00000140505.1	2	4	0	0	0	0	0	2
ENSMUSG00000080742.2	5	3	13	0	7	2	5	7
ENSMUSG00000131832.1	0	2	1	1	0	0	0	0
ENSMUSG00000083684.2	4	1	2	0	2	0	0	7
ENSMUSG00000125525.1	7	5	15	10	3	1	2	17
ENSMUSG00000125567.1	2	3	2	3	4	0	0	3
ENSMUSG00000060988.13	80	71	106	18	46	9	17	110
ENSMUSG00000089272.3	0	0	2	2	0	0	0	0
ENSMUSG00000130033.1	2	2	0	2	0	0	1	14
ENSMUSG00000089352.3	0	1	4	0	0	0	0	1
ENSMUSG00000082301.2	4	7	2	0	0	0	2	7
ENSMUSG00000087040.3	7	25	35	5	9	2	11	41
ENSMUSG00000125992.1	5	3	12	6	2	1	4	7
ENSMUSG00000026824.12	26	28	33	8	6	3	6	24
ENSMUSG00000134464.1	6	5	11	3	4	1	1	2
ENSMUSG00000082971.2	2	5	8	1	3	3	3	5
ENSMUSG00000082499.2	4	14	7	8	0	0	4	22
ENSMUSG00000082142.2	0	0	6	0	0	0	0	2
ENSMUSG00000140695.1	7	5	7	3	1	0	3	5
ENSMUSG00000140740.1	4	7	19	2	0	0	0	6
ENSMUSG00000098437.3	0	7	3	0	0	0	0	2
ENSMUSG00000134739.1	1	0	0	0	0	0	0	0
ENSMUSG00000136523.1	1	4	0	2	0	1	4	6
ENSMUSG00000082578.2	2	1	10	4	3	1	4	7
ENSMUSG00000026826.14	41	69	222	105	63	57	162	52
ENSMUSG00000084938.4	11	10	24	5	17	1	2	18
ENSMUSG00000086396.3	10	8	25	17	5	1	8	32
ENSMUSG00000080812.2	1	0	0	1	0	0	0	0
ENSMUSG00000054181.13	3	12	1	5	11	0	4	12
ENSMUSG00000026827.13	180	553	205	226	815	54	282	498
ENSMUSG00000084292.2	5	2	5	2	2	0	0	5
ENSMUSG00000130556.1	6	14	10	0	4	0	3	11
ENSMUSG00000084338.6	1	6	0	0	0	2	0	0
ENSMUSG00000125766.1	5	0	9	0	2	1	4	6
ENSMUSG00000141993.1	0	0	2	1	2	2	1	6
ENSMUSG00000081642.2	0	0	0	0	0	0	2	0
ENSMUSG00000084294.2	0	1	2	0	0	0	1	0
ENSMUSG00000087964.4	0	0	0	0	0	0	0	0
ENSMUSG00000141934.1	3	12	8	1	0	1	0	9
ENSMUSG00000122699.1	9	13	12	1	4	0	5	8
ENSMUSG00000122738.1	1	8	6	3	2	3	1	10
ENSMUSG00000110205.2	1	5	16	2	0	1	0	7
ENSMUSG00000026828.12	27	58	95	129	16	23	86	67
ENSMUSG00000026830.10	16	18	16	3	7	5	9	23
ENSMUSG00000138772.1	1	0	0	2	2	0	2	1
ENSMUSG00000053472.4	0	2	0	1	1	0	0	4
ENSMUSG00000026832.13	261	409	294	298	1015	115	299	446
ENSMUSG00000086862.4	14	10	21	7	30	2	7	18
ENSMUSG00000026834.14	89	106	166	31	31	11	13	143
ENSMUSG00000086995.3	7	10	9	1	2	1	7	24
ENSMUSG00000082408.2	0	0	0	0	1	0	0	3
ENSMUSG00000141757.1	0	0	5	0	0	0	3	6
ENSMUSG00000026836.16	51	109	117	83	77	30	88	100
ENSMUSG00000091922.2	11	0	4	1	0	0	3	0
ENSMUSG00000026839.18	26	40	57	33	21	8	16	57
ENSMUSG00000086129.3	7	10	17	0	1	1	0	8
ENSMUSG00000080985.2	7	0	3	8	0	0	5	5
ENSMUSG00000036641.10	40	31	62	18	75	7	35	84
ENSMUSG00000082800.2	2	4	2	0	1	0	0	2
ENSMUSG00000132520.1	3	0	5	0	1	0	2	5
ENSMUSG00000082989.2	0	0	0	3	0	0	1	2
ENSMUSG00000140938.1	0	1	2	1	0	0	0	2
ENSMUSG00000140982.1	2	1	15	0	2	0	1	6
ENSMUSG00000084250.2	0	1	2	0	0	0	0	0
ENSMUSG00000026991.21	82	129	108	148	225	35	56	141
ENSMUSG00000141454.1	4	8	6	1	6	1	4	6
ENSMUSG00000129617.1	0	1	1	3	3	0	5	3
ENSMUSG00000129650.1	6	0	2	0	0	0	1	3
ENSMUSG00000087455.9	4	3	10	3	4	0	2	6
ENSMUSG00000083276.2	3	1	0	0	2	1	0	7
ENSMUSG00000080982.2	6	7	4	3	2	1	5	15
ENSMUSG00000132760.1	9	0	8	1	5	0	0	11
ENSMUSG00000132803.1	6	11	0	6	2	0	0	7
ENSMUSG00000135288.1	0	0	0	0	0	0	0	0
ENSMUSG00000026989.6	2	8	0	0	2	5	2	8
ENSMUSG00000081157.2	5	11	6	1	10	0	3	9
ENSMUSG00000120727.2	3	8	16	9	1	4	3	11
ENSMUSG00000035168.17	176	360	481	392	390	111	332	319
ENSMUSG00000026988.16	72	137	45	68	148	18	55	75
ENSMUSG00000141952.1	6	3	0	3	5	0	0	9
ENSMUSG00000026987.17	316	596	365	360	942	88	437	536
ENSMUSG00000126786.1	7	6	4	0	5	0	0	5
ENSMUSG00000081236.2	3	3	16	1	3	0	5	5
ENSMUSG00000085975.3	10	5	5	2	16	1	4	11
ENSMUSG00000087181.4	1	1	6	0	1	1	1	4
ENSMUSG00000121263.1	2	16	17	8	14	2	5	19
ENSMUSG00000086603.2	0	0	2	0	2	1	1	1
ENSMUSG00000082330.2	3	2	1	0	0	2	0	3
ENSMUSG00000026977.18	299	723	385	374	1011	98	320	501
ENSMUSG00000060703.13	142	300	179	181	547	54	222	140
ENSMUSG00000126059.1	1	1	1	0	2	1	4	0
ENSMUSG00000080198.3	5	3	0	6	3	0	2	1
ENSMUSG00000026980.16	128	201	102	92	495	40	74	204
ENSMUSG00000086196.8	13	19	6	5	10	1	7	15
ENSMUSG00000087283.3	12	2	1	1	0	0	0	11
ENSMUSG00000143872.1	0	4	0	4	1	1	0	3
ENSMUSG00000054580.15	74	111	66	75	104	14	50	137
ENSMUSG00000086578.3	20	10	6	8	4	3	4	5
ENSMUSG00000084115.2	1	5	16	7	18	0	0	9
ENSMUSG00000137286.1	0	1	2	0	0	0	0	7
ENSMUSG00000083195.2	0	1	0	0	0	0	0	0
ENSMUSG00000026971.16	69	124	36	16	32	1	45	161
ENSMUSG00000142093.1	1	0	3	0	3	0	0	5
ENSMUSG00000026970.17	325	779	311	447	1297	123	391	571
ENSMUSG00000127612.1	14	28	10	11	29	5	16	18
ENSMUSG00000127702.1	6	1	4	0	3	0	8	12
ENSMUSG00000127747.1	6	13	13	5	6	1	3	11
ENSMUSG00000127792.1	4	8	20	8	7	2	5	9
ENSMUSG00000127656.1	21	9	23	6	7	0	2	25
ENSMUSG00000075325.4	11	2	27	7	5	0	1	44
ENSMUSG00000083334.2	2	1	7	0	2	0	3	5
ENSMUSG00000133278.1	0	1	6	4	3	0	2	3
ENSMUSG00000133231.1	9	15	18	0	6	1	3	21
ENSMUSG00000083197.2	4	3	11	0	0	2	1	5
ENSMUSG00000119486.1	2	0	2	2	0	0	0	2
ENSMUSG00000129380.1	0	0	6	0	6	0	1	9
ENSMUSG00000126403.1	0	5	2	0	2	2	2	8
ENSMUSG00000137352.1	4	1	4	6	0	3	4	10
ENSMUSG00000143271.1	6	1	0	4	1	2	2	1
ENSMUSG00002076594.1	0	0	0	0	0	0	0	0
ENSMUSG00000121191.2	5	6	10	0	4	0	6	14
ENSMUSG00000064289.16	267	452	276	268	949	88	320	466
ENSMUSG00000142764.1	9	2	9	4	10	1	4	11
ENSMUSG00000081954.2	1	0	9	1	2	0	1	7
ENSMUSG00000026914.16	252	603	243	273	1194	99	325	380
ENSMUSG00002075556.1	2	6	2	0	2	1	0	6
ENSMUSG00002076842.1	0	1	5	2	0	0	0	0
ENSMUSG00000035033.16	12	4	15	15	0	0	0	12
ENSMUSG00000134835.1	6	5	12	0	2	0	4	3
ENSMUSG00000134872.1	0	1	2	0	4	0	2	2
ENSMUSG00000083018.2	1	4	3	1	4	0	2	4
ENSMUSG00000026904.18	65	62	47	10	29	5	24	73
ENSMUSG00000035000.9	103	164	224	144	310	33	182	146
ENSMUSG00000087518.3	15	7	20	8	3	0	6	12
ENSMUSG00000138961.1	8	1	2	2	4	2	3	7
ENSMUSG00000087681.3	10	7	12	7	10	1	2	12
ENSMUSG00000087422.3	11	4	14	4	3	1	3	4
ENSMUSG00000000394.16	9	7	7	0	4	0	3	11
ENSMUSG00000000392.18	383	1010	1209	1456	850	435	1356	527
ENSMUSG00000026896.15	198	215	201	123	573	42	116	228
ENSMUSG00000026893.5	142	235	155	128	716	47	190	276
ENSMUSG00000081817.2	20	25	13	12	25	0	14	29
ENSMUSG00000059742.11	77	74	85	23	55	11	47	103
ENSMUSG00000077546.3	2	0	1	0	1	0	0	4
ENSMUSG00000085029.2	1	2	6	0	4	0	2	15
ENSMUSG00000134750.1	7	9	4	0	0	0	2	13
ENSMUSG00000137706.1	34	33	94	15	14	4	24	71
ENSMUSG00000142476.1	14	2	11	9	7	1	6	31
ENSMUSG00000125233.1	0	1	0	0	0	1	0	15
ENSMUSG00000118517.2	0	0	0	1	0	1	1	2
ENSMUSG00001118663.1	0	0	1	0	0	0	0	2
ENSMUSG00000140294.1	19	11	28	3	3	0	5	10
ENSMUSG00000127301.1	4	2	8	0	3	0	6	10
ENSMUSG00000075324.14	103	178	242	187	118	47	119	215
ENSMUSG00000087702.2	11	3	10	4	6	2	2	13
ENSMUSG00000082127.3	3	9	5	3	14	2	4	9
ENSMUSG00000081065.2	0	8	3	1	0	0	0	0
ENSMUSG00000132444.1	3	7	9	8	1	0	0	9
ENSMUSG00000143711.1	4	3	2	0	0	0	0	4
ENSMUSG00000129857.1	7	2	8	1	1	0	0	4
ENSMUSG00000084104.2	0	0	0	1	1	1	0	0
ENSMUSG00000137416.1	0	0	0	0	0	0	0	0
ENSMUSG00000026888.15	71	133	121	101	135	33	109	135
ENSMUSG00000124601.1	0	2	2	3	0	0	0	5
ENSMUSG00000125756.1	3	0	0	0	2	0	0	2
ENSMUSG00000125718.1	5	1	2	0	0	0	1	4
ENSMUSG00000134915.1	0	8	11	0	4	0	16	1
ENSMUSG00000034903.19	72	153	150	54	156	25	76	183
ENSMUSG00000086881.4	5	9	15	7	13	4	4	14
ENSMUSG00000142747.1	5	6	3	0	0	0	0	4
ENSMUSG00000083707.2	6	1	7	2	0	0	8	3
ENSMUSG00000130293.1	0	0	3	0	0	1	0	3
ENSMUSG00000080766.2	5	1	15	2	0	0	0	12
ENSMUSG00000061171.16	37	37	48	9	18	7	10	62
ENSMUSG00000143897.1	3	2	9	1	4	0	4	8
ENSMUSG00000099184.3	1	0	3	0	0	0	0	0
ENSMUSG00000088197.3	6	0	0	0	2	0	0	2
ENSMUSG00000143164.1	0	6	6	1	1	0	0	4
ENSMUSG00000141078.1	8	8	2	2	0	0	2	3
ENSMUSG00000057182.17	90	93	144	27	54	11	42	134
ENSMUSG00000086701.3	10	15	5	3	3	0	5	19
ENSMUSG00000121160.2	22	20	23	10	6	1	3	41
ENSMUSG00000135678.1	4	3	3	2	0	0	2	8
ENSMUSG00000075318.14	94	87	124	53	55	9	46	179
ENSMUSG00000118566.2	5	0	0	0	1	2	0	5
ENSMUSG00000139096.1	3	1	2	1	0	0	0	1
ENSMUSG00000044647.17	62	87	122	83	60	32	82	115
ENSMUSG00000052865.6	5	0	6	0	0	1	2	9
ENSMUSG00000122334.1	3	7	5	2	1	1	1	14
ENSMUSG00000085160.3	3	6	5	5	5	1	2	25
ENSMUSG00000122212.1	10	6	6	3	0	0	0	2
ENSMUSG00000131166.1	3	4	5	4	2	0	5	4
ENSMUSG00000026994.10	60	82	128	72	143	32	92	49
ENSMUSG00000100197.2	0	0	4	2	0	0	0	7
ENSMUSG00000080728.2	0	0	1	0	0	0	0	2
ENSMUSG00000142418.1	0	0	1	0	2	0	0	3
ENSMUSG00000034848.18	105	105	119	65	146	30	66	152
ENSMUSG00000086671.2	4	3	2	2	4	1	0	9
ENSMUSG00000134116.1	4	3	5	0	0	0	0	7
ENSMUSG00000064329.15	64	61	134	32	37	11	23	123
ENSMUSG00000085386.3	11	10	33	12	9	1	5	34
ENSMUSG00000087301.10	27	16	23	12	8	1	2	32
ENSMUSG00000080855.4	1	2	5	4	3	0	1	9
ENSMUSG00000075316.14	48	40	90	5	13	5	11	85
ENSMUSG00000081307.2	4	0	0	5	0	0	2	0
ENSMUSG00002075707.1	1	0	3	1	7	0	1	2
ENSMUSG00000140564.1	7	22	17	4	11	0	6	24
ENSMUSG00000034810.8	45	76	90	19	41	6	25	110
ENSMUSG00000081973.2	1	0	9	0	1	0	0	10
ENSMUSG00000082218.2	3	0	3	0	0	0	0	1
ENSMUSG00000086908.3	6	26	2	1	0	0	3	17
ENSMUSG00000027022.15	807	2700	203	259	883	24	669	2631
ENSMUSG00000087043.3	6	14	5	2	7	1	0	8
ENSMUSG00000088043.3	1	0	0	0	0	0	0	0
ENSMUSG00000087467.2	0	0	0	0	0	0	0	0
ENSMUSG00000034780.7	48	62	72	14	41	7	33	80
ENSMUSG00000098299.3	0	3	0	0	2	0	1	3
ENSMUSG00000097067.2	16	9	5	4	3	1	5	16
ENSMUSG00000083910.2	1	6	4	6	1	0	0	10
ENSMUSG00000081299.2	2	1	0	0	0	0	0	0
ENSMUSG00000098734.3	0	0	0	0	0	0	0	1
ENSMUSG00000104398.2	8	15	11	0	5	0	9	19
ENSMUSG00000081257.2	0	5	5	0	1	0	4	7
ENSMUSG00000027030.16	62	105	85	77	158	21	84	94
ENSMUSG00000132465.1	0	0	0	2	1	0	2	1
ENSMUSG00000132429.1	2	0	0	5	1	0	2	0
ENSMUSG00000121257.2	1	0	1	4	8	0	0	0
ENSMUSG00000132508.1	15	5	7	1	4	0	5	6
ENSMUSG00000085182.4	16	15	27	7	7	4	20	21
ENSMUSG00002076685.1	0	0	0	0	0	0	0	0
ENSMUSG00000075312.5	3	12	9	5	32	0	12	16
ENSMUSG00000115996.3	5	3	8	0	2	0	3	1
ENSMUSG00000128795.1	1	1	3	0	0	0	0	0
ENSMUSG00000121336.2	10	4	15	4	2	2	1	26
ENSMUSG00000116244.3	0	0	0	0	0	0	0	0
ENSMUSG00000115973.3	4	11	5	0	0	0	1	8
ENSMUSG00000053896.15	12	14	20	7	8	2	2	28
ENSMUSG00000142627.1	7	0	2	0	2	1	4	6
ENSMUSG00000079324.12	21	24	55	12	17	2	22	90
ENSMUSG00000129894.1	1	0	1	1	0	0	0	1
ENSMUSG00000140124.1	20	10	32	7	10	3	10	45
ENSMUSG00000109667.3	8	1	7	1	6	0	0	17
ENSMUSG00000082836.2	0	0	0	0	0	0	0	0
ENSMUSG00000027035.11	192	249	162	151	580	50	188	252
ENSMUSG00000121250.1	29	69	69	27	115	22	54	69
ENSMUSG00000103233.2	3	13	6	1	10	3	5	20
ENSMUSG00000103747.2	29	21	9	26	19	0	15	31
ENSMUSG00000103734.2	4	18	2	8	9	2	0	13
ENSMUSG00000140201.1	10	5	16	4	7	0	8	10
ENSMUSG00000104262.2	11	29	58	12	32	3	10	17
ENSMUSG00000103546.2	13	31	11	14	34	2	4	10
ENSMUSG00000102662.2	37	53	57	30	60	5	36	63
ENSMUSG00000135613.1	12	1	6	4	7	1	0	15
ENSMUSG00000034738.9	12	9	14	21	23	3	8	25
ENSMUSG00000005233.17	147	335	201	199	740	57	217	301
ENSMUSG00000005232.12	13	12	22	2	4	0	4	23
ENSMUSG00000027048.17	50	24	23	13	13	1	16	71
ENSMUSG00000086819.2	9	1	1	0	2	0	2	13
ENSMUSG00000083592.2	0	4	2	0	0	0	0	0
ENSMUSG00000120788.2	7	28	11	7	52	3	9	11
ENSMUSG00000027068.7	25	40	65	20	124	9	53	75
ENSMUSG00000027070.15	64	40	108	50	35	9	29	158
ENSMUSG00000126875.1	0	1	0	5	0	0	4	4
ENSMUSG00000063145.11	20	22	34	6	25	4	14	31
ENSMUSG00000126843.1	4	10	4	4	8	1	4	17
ENSMUSG00000075307.4	104	547	32	56	185	4	149	414
ENSMUSG00000027086.17	44	73	37	43	64	11	47	51
ENSMUSG00000042133.17	207	313	239	168	556	60	189	305
ENSMUSG00000082345.2	5	14	3	15	16	2	22	13
ENSMUSG00000070883.4	17	28	27	16	6	1	16	21
ENSMUSG00000083007.2	2	3	0	9	1	1	1	3
ENSMUSG00000027088.11	68	161	93	90	370	41	144	153
ENSMUSG00000081857.2	2	1	1	0	0	0	0	1
ENSMUSG00000042155.4	80	216	81	91	317	40	106	230
ENSMUSG00000126052.1	1	0	2	0	1	0	0	8
ENSMUSG00000068882.14	185	360	190	244	765	72	221	273
ENSMUSG00000051730.16	50	99	79	75	153	16	68	121
ENSMUSG00000089902.2	0	0	2	0	0	0	0	0
ENSMUSG00000085735.3	3	2	10	9	14	1	7	13
ENSMUSG00000044308.19	229	464	339	233	557	61	278	501
ENSMUSG00000086132.2	1	0	1	3	0	0	0	11
ENSMUSG00000042064.14	27	13	25	4	15	2	6	43
ENSMUSG00000122100.1	3	0	0	3	1	0	0	3
ENSMUSG00000132250.1	0	1	5	3	0	1	4	2
ENSMUSG00000132287.1	2	0	4	0	0	0	0	0
ENSMUSG00000047965.10	0	0	0	0	0	0	0	0
ENSMUSG00000075304.3	1	2	0	0	0	0	0	0
ENSMUSG00000087264.3	4	0	12	0	1	1	1	11
ENSMUSG00000086515.3	1	0	3	1	0	0	0	0
ENSMUSG00000075302.11	16	11	10	1	3	2	10	16
ENSMUSG00000104076.2	3	0	1	0	0	0	0	2
ENSMUSG00000070880.11	17	28	21	12	20	5	3	28
ENSMUSG00000124034.1	9	5	1	6	0	0	3	6
ENSMUSG00000086699.4	0	0	0	0	0	0	0	0
ENSMUSG00000124068.1	0	0	0	1	0	0	0	1
ENSMUSG00000097025.3	8	0	13	0	7	2	7	0
ENSMUSG00000014959.13	388	1022	767	665	1740	221	716	645
ENSMUSG00000041997.17	394	716	373	323	1312	102	400	633
ENSMUSG00000131575.1	17	12	23	3	15	1	8	13
ENSMUSG00000136925.1	3	2	12	6	2	0	0	12
ENSMUSG00000140312.1	0	0	4	0	2	0	0	11
ENSMUSG00000140277.1	0	0	1	1	0	1	2	1
ENSMUSG00000082303.2	2	1	3	1	0	0	1	11
ENSMUSG00000085868.2	2	3	2	1	3	1	0	0
ENSMUSG00000137304.1	0	0	0	2	0	0	0	2
ENSMUSG00000137264.1	13	10	8	5	6	0	1	20
ENSMUSG00000127244.1	4	11	28	5	8	0	5	13
ENSMUSG00000041975.18	35	71	55	38	224	18	78	89
ENSMUSG00000041966.19	129	243	203	112	360	49	160	217
ENSMUSG00000127652.1	1	0	4	1	2	0	0	0
ENSMUSG00000027015.5	18	49	126	74	13	15	84	21
ENSMUSG00000128303.1	0	1	0	1	0	0	0	0
ENSMUSG00000027012.16	185	354	212	238	644	69	298	371
ENSMUSG00000027010.17	346	1044	321	326	1233	84	528	926
ENSMUSG00000082190.2	3	0	10	1	8	0	0	3
ENSMUSG00000121199.1	7	11	15	10	9	0	6	20
ENSMUSG00000123228.1	6	0	5	0	4	0	6	2
ENSMUSG00000134408.1	0	1	0	0	0	0	0	0
ENSMUSG00000027018.12	178	355	181	257	1057	81	262	367
ENSMUSG00000086846.3	3	1	0	0	4	0	0	8
ENSMUSG00002074907.1	0	0	5	0	0	0	0	0
ENSMUSG00000041921.17	110	325	97	118	358	32	154	203
ENSMUSG00002076159.1	0	0	0	0	0	0	0	0
ENSMUSG00000084946.5	59	33	79	21	23	4	10	49
ENSMUSG00000041911.4	6	3	5	0	2	0	0	1
ENSMUSG00000023391.9	2	4	14	7	0	1	1	2
ENSMUSG00000131365.1	6	5	0	0	0	0	3	1
ENSMUSG00000125071.1	3	0	0	1	4	0	0	1
ENSMUSG00000125024.1	7	10	10	1	0	1	4	16
ENSMUSG00000125111.1	2	4	3	2	0	0	1	5
ENSMUSG00000131926.1	0	0	0	0	3	0	1	0
ENSMUSG00000064263.9	11	9	3	6	9	0	5	23
ENSMUSG00000131963.1	2	0	4	0	0	0	0	4
ENSMUSG00000132005.1	3	0	4	0	0	0	0	1
ENSMUSG00000131891.1	0	0	0	0	0	0	0	3
ENSMUSG00000125053.1	11	14	16	3	6	1	0	22
ENSMUSG00000087570.2	0	0	0	0	0	0	0	0
ENSMUSG00000027111.17	511	625	275	325	1631	87	408	648
ENSMUSG00000125097.1	0	0	0	0	0	0	0	1
ENSMUSG00000086641.2	0	0	0	0	0	0	0	0
ENSMUSG00000125010.1	3	2	0	0	2	0	5	2
ENSMUSG00000084794.2	2	1	14	5	0	0	0	5
ENSMUSG00000081878.2	2	0	0	0	0	0	0	0
ENSMUSG00000138070.1	2	5	4	4	12	1	3	3
ENSMUSG00000130014.1	6	7	1	0	17	1	0	3
ENSMUSG00000140854.1	16	8	21	1	7	3	4	15
ENSMUSG00000140697.1	7	3	3	1	4	2	0	11
ENSMUSG00000006494.12	262	531	227	212	1041	69	279	373
ENSMUSG00000132388.1	0	0	7	1	7	0	0	2
ENSMUSG00000132427.1	2	0	5	0	0	0	0	7
ENSMUSG00000087345.2	2	0	0	2	0	0	2	0
ENSMUSG00000127233.1	2	0	0	0	0	0	1	0
ENSMUSG00000049044.17	57	154	139	112	69	35	93	137
ENSMUSG00000088297.4	0	3	1	0	0	0	2	6
ENSMUSG00000136297.1	4	0	6	2	4	0	0	2
ENSMUSG00000085439.3	20	7	16	7	2	0	5	11
ENSMUSG00000133467.1	0	0	6	2	0	1	1	9
ENSMUSG00000085001.2	1	30	24	14	3	0	2	11
ENSMUSG00000086231.2	13	21	36	9	8	1	6	12
ENSMUSG00000004085.15	341	892	197	201	768	57	454	928
ENSMUSG00002076570.1	6	4	6	3	6	0	6	9
ENSMUSG00000084261.2	0	2	4	1	8	2	3	6
ENSMUSG00000136597.1	3	1	5	1	3	0	0	2
ENSMUSG00000055612.16	172	458	202	340	1122	127	316	382
ENSMUSG00000122682.1	0	1	0	0	0	0	4	1
ENSMUSG00000081538.2	0	0	1	0	0	0	0	2
ENSMUSG00000131912.1	0	0	0	1	10	1	1	21
ENSMUSG00000080865.2	1	0	3	0	4	0	0	6
ENSMUSG00000124058.1	12	6	30	13	7	1	12	38
ENSMUSG00000126379.1	0	0	3	0	0	0	2	3
ENSMUSG00000083279.2	1	0	1	2	2	0	2	2
ENSMUSG00000081957.6	0	2	2	0	1	1	6	1
ENSMUSG00000135435.1	0	0	6	2	1	0	0	19
ENSMUSG00000135372.1	0	4	4	0	1	0	2	9
ENSMUSG00000134567.1	5	2	4	2	3	0	0	2
ENSMUSG00000085252.2	2	10	3	2	1	0	3	4
ENSMUSG00000143411.1	10	1	5	4	0	0	0	10
ENSMUSG00000085427.9	36	43	71	17	10	7	16	94
ENSMUSG00000143366.1	9	2	6	0	1	0	8	16
ENSMUSG00000143448.1	1	8	0	1	0	0	3	4
ENSMUSG00000027109.17	446	1051	617	533	2025	222	728	911
ENSMUSG00002075865.1	0	0	0	2	5	0	0	2
ENSMUSG00000084213.2	5	1	0	12	10	2	4	0
ENSMUSG00000063714.18	15	18	21	5	22	4	9	17
ENSMUSG00000141259.1	2	1	7	6	3	1	1	0
ENSMUSG00000141415.1	10	1	3	0	1	0	0	2
ENSMUSG00000141376.1	4	1	1	0	1	0	0	6
ENSMUSG00000141340.1	0	0	0	0	0	0	0	0
ENSMUSG00000131740.1	4	3	9	0	1	0	1	1
ENSMUSG00000131709.1	8	1	1	1	2	1	0	6
ENSMUSG00000027108.16	148	273	127	128	468	50	222	218
