Geneid	SRR9126859	SRR9126934	SRR9127010	SRR9127157	SRR9127293	SRR9127296	SRR9127369	SRR9127396
ENSMUSG00000027313.4	99	280	111	59	265	40	91	178
ENSMUSG00000034154.16	150	303	204	181	396	78	191	276
ENSMUSG00000137581.1	7	40	13	19	32	4	37	21
ENSMUSG00000082369.2	9	0	12	0	0	0	0	8
ENSMUSG00000048647.10	44	55	80	36	40	9	41	67
ENSMUSG00000014077.14	1020	2473	1165	1289	4488	415	1510	1758
ENSMUSG00000135150.1	4	3	1	8	2	0	7	15
ENSMUSG00000085438.4	978	2312	1177	1209	3943	412	1683	2628
ENSMUSG00000072980.4	150	171	94	132	424	63	173	194
ENSMUSG00000027306.16	430	1088	648	604	2882	237	875	1212
ENSMUSG00000064906.3	1	0	3	2	4	0	0	4
ENSMUSG00000027305.10	62	232	96	101	376	37	144	232
ENSMUSG00000131401.1	4	2	6	2	2	0	0	4
ENSMUSG00000131360.1	0	2	0	0	0	0	0	3
ENSMUSG00000082029.2	52	68	56	29	110	9	94	50
ENSMUSG00000081416.2	8	8	3	2	0	0	0	2
ENSMUSG00000027304.10	211	351	135	201	382	38	246	242
ENSMUSG00000143696.1	0	0	0	2	0	0	2	4
ENSMUSG00000064722.3	0	0	0	0	0	0	0	0
ENSMUSG00000027296.8	13	28	6	10	9	0	0	0
ENSMUSG00000027297.16	48	2	25	25	23	3	11	23
ENSMUSG00000034032.16	255	497	387	329	1001	75	472	450
ENSMUSG00000065164.3	0	0	0	0	0	0	0	1
ENSMUSG00000027298.18	46	34	86	72	41	24	40	53
ENSMUSG00000140971.1	20	27	24	28	12	6	14	16
ENSMUSG00000081056.2	4	1	1	0	2	1	4	2
ENSMUSG00000141010.1	16	5	24	1	0	0	0	9
ENSMUSG00000033943.16	451	923	880	477	1019	198	526	920
ENSMUSG00000033902.13	146	272	166	152	296	64	180	206
ENSMUSG00000098632.3	0	0	0	0	0	0	0	0
ENSMUSG00000087458.3	2	2	7	0	3	0	0	1
ENSMUSG00000098789.8	8	13	3	2	7	9	5	0
ENSMUSG00000033852.17	0	0	0	0	0	0	0	0
ENSMUSG00000098488.8	4	8	14	15	5	0	2	8
ENSMUSG00000074899.7	97	52	56	61	29	6	9	46
ENSMUSG00000027293.14	751	1561	638	760	3364	252	815	927
ENSMUSG00000136349.1	10	12	5	12	14	2	3	14
ENSMUSG00000136390.1	2	3	5	3	2	1	8	4
ENSMUSG00000050211.15	73	48	39	40	52	2	42	79
ENSMUSG00000129323.1	4	2	2	3	6	0	0	3
ENSMUSG00000087555.2	2	0	0	0	0	0	0	0
ENSMUSG00000070719.5	37	13	18	20	9	2	10	19
ENSMUSG00000046971.8	21	1	31	6	2	6	7	25
ENSMUSG00000027291.16	401	1086	455	585	1730	146	596	758
ENSMUSG00000033808.17	137	220	148	137	214	33	107	224
ENSMUSG00000062646.13	196	289	170	193	515	64	224	336
ENSMUSG00000134591.1	36	25	25	7	18	8	25	44
ENSMUSG00000118623.2	0	3	2	0	0	0	1	1
ENSMUSG00000079110.13	48	40	5	12	64	1	22	51
ENSMUSG00000027288.17	1810	5621	1363	1327	5219	434	2445	4776
ENSMUSG00000131965.1	5	12	9	6	3	5	0	5
ENSMUSG00000027287.15	618	1265	723	679	2856	246	853	1142
ENSMUSG00000027286.17	170	324	172	145	509	65	171	256
ENSMUSG00000027285.14	209	425	202	236	769	83	219	306
ENSMUSG00000033705.18	330	554	713	457	440	133	431	466
ENSMUSG00002075096.1	4	7	7	6	3	1	1	15
ENSMUSG00000133304.1	4	0	1	0	0	0	0	0
ENSMUSG00000027284.17	298	492	356	347	682	90	303	468
ENSMUSG00000090100.8	106	129	140	120	139	26	86	163
ENSMUSG00000087519.11	24	53	45	35	28	9	16	75
ENSMUSG00000027272.6	508	1072	612	577	1101	170	597	862
ENSMUSG00000128623.1	4	5	3	6	11	0	14	10
ENSMUSG00000054484.15	70	254	115	100	169	37	135	138
ENSMUSG00002075710.1	0	0	0	0	0	0	0	0
ENSMUSG00000065883.4	0	3	1	0	2	0	0	6
ENSMUSG00000023572.17	475	1161	580	580	2804	145	689	1022
ENSMUSG00000023216.14	925	1830	1067	1143	6031	396	1350	2315
ENSMUSG00000053675.9	31	28	11	31	17	1	14	41
ENSMUSG00000081313.2	36	6	20	7	0	0	5	20
ENSMUSG00000079103.4	7	11	13	4	2	0	6	13
ENSMUSG00000074890.5	103	337	171	115	525	43	120	262
ENSMUSG00000089009.3	6	0	10	2	1	0	1	7
ENSMUSG00000027259.16	85	186	176	91	356	44	172	214
ENSMUSG00000050619.15	214	507	247	233	765	109	335	463
ENSMUSG00000027263.13	287	553	461	416	1247	135	401	561
ENSMUSG00000043909.17	349	599	448	253	926	117	417	663
ENSMUSG00000027254.14	86	365	159	132	108	58	223	281
ENSMUSG00000087704.2	2	0	0	7	0	0	2	0
ENSMUSG00000033526.17	191	292	206	186	337	28	135	295
ENSMUSG00000000308.15	28	12	56	20	24	19	6	17
ENSMUSG00000033498.15	44	5	59	32	14	3	10	28
ENSMUSG00000033486.15	45	78	56	51	74	16	35	70
ENSMUSG00000082651.2	2	11	11	10	0	0	2	2
ENSMUSG00000084140.2	1	1	18	1	10	0	0	4
ENSMUSG00000027248.14	2055	4457	3027	3546	9265	1232	3835	3279
ENSMUSG00000027246.13	2	2	7	0	14	0	2	1
ENSMUSG00000046110.16	0	0	0	0	0	0	0	0
ENSMUSG00000135378.1	11	3	22	8	5	1	5	16
ENSMUSG00000074884.13	264	651	392	510	959	144	445	453
ENSMUSG00000080374.3	0	0	0	0	0	0	0	0
ENSMUSG00000027245.12	44	72	41	58	96	16	71	53
ENSMUSG00000048222.4	124	269	144	96	265	14	200	174
ENSMUSG00000135337.1	15	4	3	5	2	2	3	4
ENSMUSG00000081967.2	2	5	2	5	4	2	6	2
ENSMUSG00000084407.2	0	2	0	0	0	0	0	3
ENSMUSG00000068479.6	189	261	134	132	583	60	192	269
ENSMUSG00000027242.15	101	160	151	104	370	25	150	220
ENSMUSG00000027238.18	65	22	79	34	28	11	42	96
ENSMUSG00000131890.1	7	3	5	0	4	0	3	16
ENSMUSG00000081264.2	0	1	12	0	10	1	0	3
ENSMUSG00000084244.2	2	3	1	2	6	2	0	10
ENSMUSG00000139186.1	0	16	0	0	0	0	1	15
ENSMUSG00000132347.1	4	9	0	1	3	2	0	0
ENSMUSG00000127834.1	2	1	5	2	0	1	0	0
ENSMUSG00000086913.3	2	0	3	4	0	0	0	6
ENSMUSG00000060227.16	122	211	223	164	221	72	157	312
ENSMUSG00002076141.1	9	0	6	0	0	0	0	2
ENSMUSG00000130939.1	5	2	0	0	1	0	0	4
ENSMUSG00000131013.1	7	0	2	0	4	2	0	12
ENSMUSG00000074881.5	12	2	3	0	19	1	1	11
ENSMUSG00000033411.17	362	882	497	488	1389	136	504	741
ENSMUSG00000131571.1	6	14	16	13	3	0	5	14
ENSMUSG00000131608.1	16	44	12	16	33	9	11	24
ENSMUSG00000027236.9	99	351	199	188	455	48	205	279
ENSMUSG00002076932.1	0	0	0	0	0	0	0	0
ENSMUSG00000033396.14	260	404	462	255	718	106	279	395
ENSMUSG00000141785.1	14	2	1	0	0	0	0	7
ENSMUSG00000027233.5	18	5	24	4	4	3	14	33
ENSMUSG00000060802.9	6139	10466	4584	4732	22124	1680	6574	6118
ENSMUSG00000033368.9	12	24	26	7	17	8	9	60
ENSMUSG00000027229.6	18	14	40	2	8	3	6	22
ENSMUSG00000143328.1	0	0	8	0	4	0	0	1
ENSMUSG00000082670.2	5	2	7	0	14	0	0	7
ENSMUSG00000079966.3	4	1	1	2	3	1	4	3
ENSMUSG00000070692.7	4	5	3	0	1	0	2	11
ENSMUSG00000027227.8	937	1511	722	710	4196	246	847	1282
ENSMUSG00000068452.9	48	11	22	17	21	0	17	47
ENSMUSG00000027225.8	1	0	2	6	7	2	0	1
ENSMUSG00000027224.15	29	34	42	39	23	2	24	24
ENSMUSG00000033268.9	40	32	49	9	20	2	24	57
ENSMUSG00000033256.15	27	64	68	126	40	24	79	34
ENSMUSG00000125173.1	30	6	27	15	11	7	9	38
ENSMUSG00000125205.1	4	0	7	3	2	2	3	2
ENSMUSG00000125237.1	3	2	0	1	0	0	0	1
ENSMUSG00000088506.3	0	1	0	0	1	0	1	0
ENSMUSG00000027219.14	255	471	308	165	1108	88	395	431
ENSMUSG00000083645.2	1	5	18	0	3	0	3	6
ENSMUSG00000081219.2	3	23	5	24	31	6	21	21
ENSMUSG00000079071.3	52	22	87	48	73	4	26	86
ENSMUSG00000126945.1	19	11	30	11	2	0	18	27
ENSMUSG00000124043.1	6	6	1	5	15	0	4	8
ENSMUSG00000027199.15	375	1123	405	464	2296	197	635	833
ENSMUSG00000137172.1	1	5	1	0	0	0	2	7
ENSMUSG00000118663.1	46	146	108	119	186	22	92	122
ENSMUSG00000033213.17	42	71	18	29	113	8	55	37
ENSMUSG00000076309.4	0	0	0	0	0	0	0	0
ENSMUSG00000138972.1	7	16	7	10	0	2	2	11
ENSMUSG00000005802.13	302	333	408	202	329	131	205	382
ENSMUSG00000087017.9	36	32	82	10	15	8	22	40
ENSMUSG00000123778.1	0	0	0	0	0	0	0	0
ENSMUSG00000085633.4	20	18	49	14	23	3	24	91
ENSMUSG00000005804.15	203	540	180	342	784	64	338	354
ENSMUSG00000005803.15	321	903	344	340	1615	140	509	596
ENSMUSG00000136688.1	11	4	10	0	0	0	1	9
ENSMUSG00000124605.1	4	4	4	5	3	2	3	13
ENSMUSG00000135573.1	7	5	5	4	0	0	0	3
ENSMUSG00000084372.2	0	1	0	0	0	0	0	8
ENSMUSG00000130993.1	8	16	7	1	9	0	7	27
ENSMUSG00000143729.1	17	13	39	7	2	2	4	19
ENSMUSG00000144087.1	5	7	6	0	1	1	1	5
ENSMUSG00000027200.18	724	1356	978	919	1400	361	1156	1115
ENSMUSG00000085496.2	15	23	47	2	1	8	6	39
ENSMUSG00000086954.3	9	5	11	0	0	2	6	22
ENSMUSG00000130875.1	1	3	10	1	8	0	3	10
ENSMUSG00000130839.1	36	42	46	10	23	3	15	38
ENSMUSG00000087450.2	0	0	0	0	0	0	0	0
ENSMUSG00000130912.1	0	0	1	2	0	1	0	3
ENSMUSG00000035183.15	92	109	76	43	524	26	68	132
ENSMUSG00000027201.17	188	322	208	182	499	56	182	308
ENSMUSG00000118793.1	4	1	2	3	4	0	1	4
ENSMUSG00000133757.1	3	3	5	11	6	0	1	15
ENSMUSG00000087056.3	24	5	22	19	20	1	8	45
ENSMUSG00000074872.4	6	8	8	6	0	2	0	33
ENSMUSG00000027202.13	42	30	72	24	18	7	30	58
ENSMUSG00000086416.3	52	21	56	15	10	2	16	56
ENSMUSG00000027203.16	196	537	240	301	1154	106	373	363
ENSMUSG00000085797.3	4	6	6	5	2	2	13	17
ENSMUSG00000135646.1	7	10	9	2	7	1	2	14
ENSMUSG00000087682.2	5	0	5	3	0	0	1	11
ENSMUSG00000027204.14	409	809	781	704	635	268	878	751
ENSMUSG00000053615.2	2	0	0	0	0	0	0	3
ENSMUSG00000134924.1	29	12	7	6	7	4	5	20
ENSMUSG00000068394.5	168	270	189	167	865	60	225	496
ENSMUSG00000141211.1	5	18	16	9	4	0	1	21
ENSMUSG00000135402.1	0	0	0	1	0	0	0	1
ENSMUSG00000035109.15	52	80	67	40	85	16	39	115
ENSMUSG00000091337.4	225	649	392	373	966	121	374	378
ENSMUSG00000035093.17	289	629	422	347	630	138	452	437
ENSMUSG00000027206.14	335	875	354	554	1301	149	491	707
ENSMUSG00000027207.16	252	499	298	249	710	92	223	334
ENSMUSG00000125859.1	0	0	0	0	0	0	0	1
ENSMUSG00000027209.19	19	15	44	12	21	4	6	34
ENSMUSG00000027208.15	165	326	56	105	349	22	115	235
ENSMUSG00000118995.1	0	6	6	0	1	0	1	2
ENSMUSG00000023330.13	74	198	64	58	358	29	116	161
ENSMUSG00002076287.1	1	0	4	0	0	0	0	10
ENSMUSG00000060131.12	731	1056	684	587	2947	224	831	1203
ENSMUSG00000134301.1	16	16	21	6	9	4	11	12
ENSMUSG00000133880.1	3	0	0	0	0	0	4	0
ENSMUSG00000027359.17	20	30	37	14	4	31	10	35
ENSMUSG00000027360.6	469	835	698	516	2405	268	668	964
ENSMUSG00000027361.16	277	539	334	368	1037	78	375	548
ENSMUSG00002075206.1	0	0	2	1	4	0	0	1
ENSMUSG00000098024.4	10	23	3	8	17	4	23	25
ENSMUSG00000027363.16	549	1068	707	573	2195	206	697	921
ENSMUSG00000027364.15	33	27	83	38	77	12	31	70
ENSMUSG00000074846.4	0	0	0	0	0	0	0	0
ENSMUSG00000027365.15	688	1438	976	766	1776	193	850	1076
ENSMUSG00000081894.2	13	23	9	1	2	0	14	13
ENSMUSG00000027366.13	1034	2028	2078	1845	3643	554	1997	1535
ENSMUSG00000098896.3	0	1	2	0	2	0	7	4
ENSMUSG00000136104.1	20	10	33	10	12	1	2	17
ENSMUSG00000001998.16	233	438	297	208	619	65	200	381
ENSMUSG00002076437.1	1	3	4	1	0	0	1	0
ENSMUSG00000141020.1	19	22	10	15	40	5	9	26
ENSMUSG00000001999.16	231	384	181	262	938	70	290	460
ENSMUSG00000141057.1	5	0	2	0	6	0	3	3
ENSMUSG00000034906.16	318	682	345	582	1913	135	561	713
ENSMUSG00000120292.2	6	6	3	0	10	1	4	9
ENSMUSG00000074825.5	53	78	72	73	212	12	68	87
ENSMUSG00000139483.1	1	0	0	0	0	0	0	2
ENSMUSG00000126446.1	4	1	5	1	0	1	0	3
ENSMUSG00000044145.3	12	29	18	14	24	0	19	66
ENSMUSG00000003660.11	953	1623	704	562	2261	416	1103	1476
ENSMUSG00000003662.11	243	520	331	240	862	74	313	438
ENSMUSG00000034850.16	958	2310	1048	998	3230	343	1471	1482
ENSMUSG00000136218.1	1	3	13	5	3	3	1	8
ENSMUSG00000103957.2	7	4	16	11	11	0	12	25
ENSMUSG00000027367.17	760	2026	1065	972	3800	386	1220	1635
ENSMUSG00000122691.1	12	3	14	0	1	0	0	8
ENSMUSG00000122727.1	3	0	0	0	0	0	0	0
ENSMUSG00000027368.7	69	191	90	85	189	20	65	93
ENSMUSG00000122762.1	0	0	0	0	0	0	0	0
ENSMUSG00000050468.13	23	10	17	10	4	1	4	17
ENSMUSG00000127833.1	0	2	0	0	0	0	0	0
ENSMUSG00000058620.6	20	47	16	20	23	2	21	23
ENSMUSG00000123395.1	10	5	13	8	0	0	4	6
ENSMUSG00000046338.5	19	13	14	4	7	6	13	18
ENSMUSG00000027371.11	71	112	37	27	188	19	108	71
ENSMUSG00000079056.14	106	184	88	104	304	38	84	151
ENSMUSG00002076675.1	11	0	5	6	1	0	3	5
ENSMUSG00000118630.2	7	9	3	4	2	0	0	4
ENSMUSG00000124557.1	10	7	15	5	14	0	0	19
ENSMUSG00000027376.16	26	3	23	9	8	3	1	18
ENSMUSG00000083648.2	16	10	10	0	5	2	12	16
ENSMUSG00000034800.16	29	38	80	41	75	18	34	108
ENSMUSG00000027374.13	202	375	315	227	611	75	262	331
ENSMUSG00000129687.1	3	5	2	0	0	0	2	0
ENSMUSG00000027375.15	12	48	11	13	11	20	20	41
ENSMUSG00000089264.4	1	0	0	0	2	0	0	1
ENSMUSG00000129729.1	9	1	5	8	0	0	0	8
ENSMUSG00000084006.2	14	0	10	0	4	0	0	14
ENSMUSG00000087162.3	24	4	28	18	16	1	7	34
ENSMUSG00000027377.3	23	49	28	22	9	2	39	40
ENSMUSG00000027378.17	77	187	107	108	131	48	131	201
ENSMUSG00000051319.7	57	158	29	41	166	11	79	68
ENSMUSG00000027379.15	320	522	383	285	1402	90	445	630
ENSMUSG00000027380.11	30	17	42	8	30	5	8	36
ENSMUSG00002076263.1	2	0	5	0	1	0	0	0
ENSMUSG00000129314.1	6	0	4	4	1	0	0	4
ENSMUSG00000129069.1	7	4	24	14	10	0	16	8
ENSMUSG00000088175.3	0	0	0	0	0	0	0	0
ENSMUSG00000141164.1	2	2	1	0	0	0	0	2
ENSMUSG00000027381.18	305	612	308	338	771	103	350	531
ENSMUSG00000121915.1	0	0	0	0	0	0	0	0
ENSMUSG00000141196.1	0	0	3	3	0	0	0	0
ENSMUSG00000085750.4	14	18	22	8	17	2	12	28
ENSMUSG00000074813.17	289	289	360	155	376	48	189	375
ENSMUSG00000134603.1	1	0	6	2	6	0	2	4
ENSMUSG00000134562.1	14	2	25	19	9	0	8	7
ENSMUSG00000134519.1	1	1	0	0	9	0	2	7
ENSMUSG00000079053.5	33	51	27	23	55	4	16	39
ENSMUSG00000134678.1	0	0	3	0	0	0	2	0
ENSMUSG00000114963.3	8	12	27	10	7	4	9	30
ENSMUSG00000134478.1	1	0	2	2	0	2	1	2
ENSMUSG00000082671.3	12	6	2	10	0	0	4	12
ENSMUSG00000082350.2	0	0	0	0	0	0	0	0
ENSMUSG00000074812.14	2	3	11	6	0	0	1	13
ENSMUSG00000134642.1	4	7	7	10	2	0	0	20
ENSMUSG00000109931.3	11	5	6	0	8	0	1	10
ENSMUSG00000080789.2	2	0	5	0	0	0	0	0
ENSMUSG00000014355.11	867	1340	865	711	1877	312	1054	1362
ENSMUSG00000139237.1	0	0	15	1	4	1	6	22
ENSMUSG00000139202.1	21	5	18	16	9	1	6	19
ENSMUSG00000014361.6	461	813	559	336	2064	132	442	649
ENSMUSG00000085036.2	4	1	0	2	1	2	0	5
ENSMUSG00002074943.1	0	1	5	3	2	2	0	4
ENSMUSG00000014353.16	268	497	389	289	644	99	338	434
ENSMUSG00000027386.10	81	322	136	124	111	47	143	232
ENSMUSG00000137917.1	9	7	8	1	1	0	0	16
ENSMUSG00002075190.1	2	2	3	0	0	1	1	5
ENSMUSG00000027387.12	28	93	23	21	112	9	42	76
ENSMUSG00000082339.2	6	4	27	11	6	3	2	33
ENSMUSG00000087267.3	4	2	7	3	0	0	5	10
ENSMUSG00000074807.4	45	114	87	43	111	11	52	82
ENSMUSG00000042851.18	55	140	86	29	118	7	42	98
ENSMUSG00000090248.3	9	2	1	19	8	0	0	3
ENSMUSG00000079051.6	48	19	34	12	19	2	7	45
ENSMUSG00000087151.3	12	8	10	4	24	1	3	17
ENSMUSG00000027394.14	65	163	94	104	103	15	92	100
ENSMUSG00000130670.1	0	0	0	0	3	0	0	0
ENSMUSG00000027395.16	141	315	227	253	710	62	203	292
ENSMUSG00000143014.1	4	0	0	0	0	0	0	2
ENSMUSG00000037938.5	30	103	46	71	113	25	73	79
ENSMUSG00000086652.3	25	6	20	21	32	8	10	18
ENSMUSG00000082274.2	7	14	11	1	16	1	8	10
ENSMUSG00000140244.1	27	24	38	48	73	2	14	24
ENSMUSG00000123148.1	0	1	0	0	0	0	0	0
ENSMUSG00000103532.2	6	6	11	22	11	4	1	11
ENSMUSG00000103009.3	0	0	0	0	0	0	0	0
ENSMUSG00000027397.15	453	810	424	469	2017	127	506	797
ENSMUSG00000123181.1	6	12	4	1	30	3	6	13
ENSMUSG00000087528.3	59	73	52	76	310	15	58	158
ENSMUSG00000056738.14	44	72	30	39	172	12	50	121
ENSMUSG00000085485.3	4	0	2	9	2	0	3	0
ENSMUSG00000136660.1	5	0	2	3	8	0	0	3
ENSMUSG00000048327.7	318	681	297	531	1373	135	478	492
ENSMUSG00000085498.4	50	45	63	33	81	6	36	125
ENSMUSG00000027399.2	62	77	39	8	240	7	34	77
ENSMUSG00000065057.3	0	0	0	0	0	0	0	3
ENSMUSG00000074805.7	16	16	16	2	18	2	9	17
ENSMUSG00000082097.2	0	1	2	0	2	0	0	0
ENSMUSG00000027398.14	162	152	92	63	571	29	83	90
ENSMUSG00000123359.1	0	0	2	0	0	0	0	0
ENSMUSG00000081888.2	1	11	12	17	18	3	9	10
ENSMUSG00000135461.1	21	17	45	15	9	1	10	57
ENSMUSG00000043727.6	6	9	14	4	12	2	2	50
ENSMUSG00000086637.2	12	6	9	6	6	1	1	19
ENSMUSG00000127966.1	22	5	15	8	25	1	1	8
ENSMUSG00000143466.1	1	2	0	1	4	2	0	10
ENSMUSG00000124972.1	4	2	14	0	1	0	1	14
ENSMUSG00000087015.3	33	2	19	8	7	1	3	18
ENSMUSG00000141705.1	10	2	11	4	14	0	3	6
ENSMUSG00000037902.19	2853	4909	1905	1548	12307	768	2386	3612
ENSMUSG00000133383.1	29	14	9	4	31	0	15	13
ENSMUSG00000027400.12	18	2	20	6	13	2	1	5
ENSMUSG00000084328.2	0	1	1	0	0	0	0	2
ENSMUSG00000121238.2	6	46	30	21	49	0	16	21
ENSMUSG00000037885.19	142	176	136	174	377	37	128	175
ENSMUSG00000139669.1	12	6	12	11	4	3	5	8
ENSMUSG00000139700.1	9	0	24	0	0	0	2	6
ENSMUSG00000137616.1	16	5	41	2	11	2	2	53
ENSMUSG00000137692.1	4	2	8	3	5	0	2	8
ENSMUSG00000137652.1	7	5	4	8	4	0	2	22
ENSMUSG00000100255.2	4	4	10	8	0	0	0	11
ENSMUSG00000142233.1	8	12	36	1	3	0	6	14
ENSMUSG00000142160.1	6	1	15	0	0	0	1	8
ENSMUSG00000027401.10	38	21	28	15	16	1	9	27
ENSMUSG00000098347.3	0	0	0	0	0	0	0	0
ENSMUSG00000089152.4	1	0	0	0	0	0	1	0
ENSMUSG00000077348.3	5	0	0	4	0	0	0	1
ENSMUSG00000074804.4	7	6	7	0	0	0	6	6
ENSMUSG00000027403.13	33	16	42	12	18	1	5	40
ENSMUSG00000143196.1	12	2	0	1	0	1	1	2
ENSMUSG00000027404.17	999	2637	1045	1620	4849	439	1710	2014
ENSMUSG00000060332.10	33	31	32	15	12	4	9	66
ENSMUSG00000120148.2	8	10	23	0	12	1	2	7
ENSMUSG00000027405.17	333	915	555	554	2386	181	584	906
ENSMUSG00000080610.3	5	1	3	1	2	1	2	0
ENSMUSG00000065287.3	0	0	0	0	0	0	0	0
ENSMUSG00000093645.3	0	0	0	0	0	0	0	0
ENSMUSG00000065289.3	0	0	0	0	0	0	0	0
ENSMUSG00000065272.3	0	0	0	0	0	0	0	0
ENSMUSG00000027406.14	576	1880	647	807	2255	225	940	1623
ENSMUSG00000126148.1	16	16	21	14	5	1	9	4
ENSMUSG00000126187.1	6	4	7	5	0	3	0	14
ENSMUSG00000053552.15	41	63	28	33	24	17	37	35
ENSMUSG00000083483.4	12	7	9	23	18	2	10	18
ENSMUSG00000027408.8	107	328	303	448	273	149	444	341
ENSMUSG00000125875.1	0	3	5	0	2	2	0	3
ENSMUSG00000082985.3	1	0	4	0	0	0	0	0
ENSMUSG00000133293.1	4	0	0	2	2	0	0	0
ENSMUSG00000027409.6	8	0	0	1	10	0	0	2
ENSMUSG00000049692.8	32	2	6	1	7	2	11	0
ENSMUSG00000037773.15	64	254	188	125	334	51	183	132
ENSMUSG00000027411.18	341	1255	563	752	2061	141	622	935
ENSMUSG00000027303.19	848	1725	1108	1109	2530	311	960	1301
ENSMUSG00000115955.2	22	43	53	35	84	13	30	50
ENSMUSG00002074874.1	0	1	6	4	7	0	2	1
ENSMUSG00000060029.16	34	10	16	9	20	2	9	15
ENSMUSG00000037740.9	136	479	253	311	792	109	327	372
ENSMUSG00000027301.8	6	0	12	0	7	0	0	2
ENSMUSG00000037727.7	1	1	0	0	0	0	3	0
ENSMUSG00000138994.1	1	3	8	3	0	4	0	11
ENSMUSG00000027300.11	151	258	81	164	417	54	173	257
ENSMUSG00000079043.4	51	107	79	48	196	28	78	83
ENSMUSG00000037703.15	17	21	4	3	32	16	7	20
ENSMUSG00000140023.1	1	10	3	13	8	2	2	22
ENSMUSG00000068290.12	145	540	245	259	740	94	308	314
ENSMUSG00000074797.12	131	348	234	263	662	61	235	321
ENSMUSG00000074796.11	30	41	49	17	9	2	20	48
ENSMUSG00000122731.1	2	8	3	2	8	2	0	14
ENSMUSG00002075903.1	5	0	1	5	4	0	0	5
ENSMUSG00000027309.19	245	423	437	291	709	133	356	487
ENSMUSG00000089662.2	2	1	5	0	6	0	3	0
ENSMUSG00000121224.2	0	7	4	6	2	1	1	10
ENSMUSG00000140216.1	0	2	2	6	0	0	4	2
ENSMUSG00000085566.2	64	78	104	55	97	19	38	119
ENSMUSG00000080989.2	0	0	0	0	0	0	0	0
ENSMUSG00000027312.15	578	1043	814	710	1659	245	830	1032
ENSMUSG00000123610.1	6	3	7	4	2	0	2	2
ENSMUSG00000083953.2	0	16	12	4	17	1	12	26
ENSMUSG00000135543.1	21	39	69	32	130	12	34	119
ENSMUSG00000027316.16	42	73	66	74	218	19	125	61
ENSMUSG00000098686.3	0	0	0	0	0	0	0	0
ENSMUSG00000027318.18	58	155	96	143	62	14	93	90
ENSMUSG00000027322.12	397	278	258	153	1008	76	254	198
ENSMUSG00000143653.1	3	2	11	4	8	0	3	23
ENSMUSG00000074793.11	33	124	53	95	47	25	51	52
ENSMUSG00000027327.17	259	732	324	414	1274	113	535	610
ENSMUSG00000087405.3	5	6	2	8	8	2	7	14
ENSMUSG00000141530.1	7	0	1	8	2	0	0	31
ENSMUSG00000027329.10	38	26	21	35	32	4	12	33
ENSMUSG00000068267.6	326	862	333	398	773	93	685	487
ENSMUSG00000027330.17	747	2223	935	1247	4713	415	1516	1963
ENSMUSG00000068264.12	51	259	128	151	347	34	165	204
ENSMUSG00000127415.1	1	0	0	1	0	2	0	1
ENSMUSG00000037523.14	581	1000	476	418	2155	211	686	811
ENSMUSG00000132972.1	13	1	9	12	11	1	8	7
ENSMUSG00000037514.19	347	802	415	455	1458	134	457	613
ENSMUSG00000065563.3	6	8	6	4	1	2	6	15
ENSMUSG00000048911.16	136	225	116	143	245	57	111	148
ENSMUSG00000086329.2	0	0	0	0	0	0	0	0
ENSMUSG00000082044.2	21	44	22	25	74	6	52	32
ENSMUSG00000120540.2	26	17	20	14	11	5	6	14
ENSMUSG00000089113.3	4	0	1	0	0	2	5	3
ENSMUSG00000081652.2	6	0	0	0	0	0	1	9
ENSMUSG00000129055.1	18	17	52	27	11	16	22	84
ENSMUSG00000129099.1	4	0	0	6	0	0	2	4
ENSMUSG00000129141.1	0	0	0	0	0	0	1	0
ENSMUSG00000083671.2	6	0	2	2	1	0	1	1
ENSMUSG00000139334.1	15	0	8	0	9	4	3	34
ENSMUSG00000027333.19	805	2218	1128	1347	3969	417	1451	2189
ENSMUSG00000087524.3	41	12	16	24	13	2	4	37
ENSMUSG00000027335.10	2	36	7	1	1	4	10	2
ENSMUSG00000086831.2	10	5	16	3	0	1	1	8
ENSMUSG00000123068.1	5	2	20	4	3	1	2	12
ENSMUSG00000123108.1	18	6	21	8	10	2	1	15
ENSMUSG00000134717.1	2	6	11	1	0	0	6	13
ENSMUSG00000086822.5	27	26	60	38	29	3	13	115
ENSMUSG00000134793.1	2	0	3	6	4	0	1	7
ENSMUSG00000134756.1	3	2	3	2	0	0	0	8
ENSMUSG00000081422.2	0	0	0	0	0	0	0	0
ENSMUSG00000083469.2	0	0	1	0	3	0	0	7
ENSMUSG00000037482.3	15	2	17	7	6	0	5	17
ENSMUSG00000081229.2	17	0	2	0	0	0	0	3
ENSMUSG00000079037.10	368	1351	493	616	1745	213	748	996
ENSMUSG00000098754.8	2	1	0	0	0	0	0	0
ENSMUSG00000027338.17	0	2	3	1	1	0	0	0
ENSMUSG00000027339.16	519	1226	749	546	1928	179	692	926
ENSMUSG00000138679.1	15	0	4	0	1	2	2	14
ENSMUSG00000140571.1	2	5	13	2	4	0	4	1
ENSMUSG00000027340.16	287	387	317	249	608	140	259	409
ENSMUSG00000082990.2	12	12	9	3	2	4	2	17
ENSMUSG00000086756.3	43	29	60	33	28	6	20	48
ENSMUSG00000131274.1	17	0	3	5	0	2	2	10
ENSMUSG00000131232.1	1	0	0	0	1	3	2	5
ENSMUSG00000027341.11	193	329	219	257	691	108	264	341
ENSMUSG00000027342.15	539	1309	674	798	2901	290	1050	1199
